YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,re_label,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR,MOE_ER
2009,32580,"McAllen-Edinburg-Mission, TX",25-54,1,,,,,,,,White,107,14779,676639.5,822.58099905,0.0556587725,676639.5,1353.1457434,,,
2009,32580,"McAllen-Edinburg-Mission, TX",25-54,3,128,15844,1820834.5,1349.3830072,0.0851668144,1820834.5,2219.7350468,Latino,1497,193816,6716561.8,2591.6330373,0.0133716155,6716561.8,4263.2363464,0.0817476369,0.0115930953,
2009,32580,"McAllen-Edinburg-Mission, TX",25-54,4,,,,,,,,Asian,38,2855,78962.4,281.00249109,0.0984246904,78962.4,462.24909785,,,
2009,32820,"Memphis, TN-MS-AR",16-19,1,27,2897,351301.5,592.70692589,0.2045933469,351301.5,975.00289309,White,132,13718,1047661.9,1023.5535648,0.0746139062,1047661.9,1683.7456141,0.2111823881,0.0756537305,
2009,32820,"Memphis, TN-MS-AR",16-19,2,49,4770,794161.55,891.15742156,0.1868254553,794161.55,1465.9539585,Black,111,11732,1403451.1,1184.6734149,0.100977959,1403451.1,1948.7877675,0.4065802932,0.142037146,
2009,32820,"Memphis, TN-MS-AR",16-19,3,,,,,,,,Latino,8,485,35576.9,188.61839783,0.3889039131,35576.9,310.27726443,,,
2009,32820,"Memphis, TN-MS-AR",16-19,4,,,,,,,,Asian,6,886,137895.85,371.34330477,0.4191233688,137895.85,610.85973635,,,
2009,32820,"Memphis, TN-MS-AR",16-19,5,,,,,,,,Other,6,510,58277.5,241.40733212,0.47334771,58277.5,397.11506133,,,
2009,32820,"Memphis, TN-MS-AR",20-24,1,30,2997,368631.15,607.15002265,0.2025859268,368631.15,998.76178725,White,227,23509,1394183.1,1180.7553091,0.0502256714,1394183.1,1942.3424835,0.1274830916,0.0437704234,
2009,32820,"Memphis, TN-MS-AR",20-24,2,70,9572,1396470.4,1181.7234871,0.1234562774,1396470.4,1943.9351363,Black,199,28156,2616320.65,1617.5044513,0.057447949,2616320.65,2660.7948224,0.3399630629,0.0761504785,
2009,32820,"Memphis, TN-MS-AR",20-24,3,,,,,,,,Latino,20,2549,235822.4,485.61548575,0.190512156,235822.4,798.83747406,,,
2009,32820,"Memphis, TN-MS-AR",20-24,5,,,,,,,,Other,15,2183,288261.5,536.89989756,0.245945899,288261.5,883.20033149,,,
2009,32820,"Memphis, TN-MS-AR",25-54,1,112,10778,1200526.9,1095.6855845,0.101659453,1200526.9,1802.4027864,White,2047,203538,5403796.7,2324.606784,0.0114209965,5403796.7,3823.9781596,0.0529532569,0.0089110715,
2009,32820,"Memphis, TN-MS-AR",25-54,2,201,27617,4696046.45,2167.0363287,0.0784674776,4696046.45,3564.7747607,Black,1323,172157,8416655.45,2901.1472644,0.0168517531,8416655.45,4772.38725,0.1604175259,0.0211786676,
2009,32820,"Memphis, TN-MS-AR",25-54,3,17,2856,635726.55,797.32462021,0.2791752872,635726.55,1311.5990003,Latino,128,19631,879550.3,937.84343043,0.0477735943,879550.3,1542.7524431,0.1454841832,0.0677838362,
2009,32820,"Memphis, TN-MS-AR",25-54,4,,,,,,,,Asian,94,9798,638209.45,798.88012242,0.0815350196,638209.45,1314.1578014,,,
2009,32820,"Memphis, TN-MS-AR",25-54,5,,,,,,,,Other,48,6041,703363.05,838.66742515,0.1388292377,703363.05,1379.6079144,,,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,1,90,10082,1505598.25,1227.0282189,0.1217048422,1505598.25,2018.4614201,White,304,33046,3617441.85,1901.9573733,0.057554844,3617441.85,3128.7198791,0.3050898747,0.0675660073,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,2,102,11805,1436418.55,1198.5068001,0.1015253537,1436418.55,1971.5436862,Black,198,22937,1696368.2,1302.4470047,0.0567836685,1696368.2,2142.5253227,0.5146706195,0.0984856108,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,3,86,8604,1012210.7,1006.0868253,0.116932453,1012210.7,1655.0128276,Latino,315,32403,2949734.5,1717.479112,0.0530037068,2949734.5,2825.2531392,0.2655309694,0.0560781697,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,4,,,,,,,,Asian,12,1156,195266.2,441.88935267,0.3822572255,195266.2,726.90798514,,,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",16-19,5,7,821,80828.95,284.30432638,0.3462902879,80828.95,467.6806169,Other,18,1794,212988.85,461.50715054,0.2572503626,212988.85,759.17926264,0.4576365663,0.3247533484,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,1,105,13845,2410246.35,1552.4968116,0.1121341142,2410246.35,2553.8572551,White,578,74274,3675886.85,1917.2602458,0.0258133431,3675886.85,3153.8931043,0.1864043945,0.0352835609,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,2,125,16925,3274484.1,1809.5535637,0.1069160156,3274484.1,2976.7156123,Black,418,58683,4776410.4,2185.5000343,0.0372424729,4776410.4,3595.1475565,0.2884140211,0.0537146831,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,3,129,14665,1496760.8,1223.4217588,0.0834246,1496760.8,2012.5287933,Latino,901,103863,5332647.4,2309.2525631,0.0222336401,5332647.4,3798.7204662,0.1411956135,0.0200531112,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,4,,,,,,,,Asian,36,3910,386201.2,621.45088301,0.1589388448,386201.2,1022.2867026,,,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",20-24,5,10,1311,239137.4,489.01676863,0.3730105024,239137.4,804.43258439,Other,39,4231,667989.7,817.30636851,0.1931709687,667989.7,1344.4689762,0.309855826,0.2141108554,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,1,475,51580,7782994.35,2789.8018478,0.0540868912,7782994.35,4589.2240396,White,6360,638899,16478171.7,4059.3314351,0.0063536356,16478171.7,6677.6002107,0.0807326354,0.0072324105,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,2,423,55530,9602559.2,3098.7996386,0.0558040634,9602559.2,5097.5254054,Black,2923,367623,24906377.2,4990.6289383,0.0135753991,24906377.2,8209.5846035,0.1510514848,0.0142705782,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,3,671,82989,18641147.2,4317.5394845,0.0520254429,18641147.2,7102.352452,Latino,7033,849487,24726024.7,4972.5269934,0.0058535646,24726024.7,8179.8069041,0.0976930783,0.0084135089,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,4,30,3174,332831.6,576.91559175,0.1817629464,332831.6,949.02614842,Asian,474,49647,1857572.45,1362.9278961,0.0274523717,1857572.45,2242.0163891,0.0639313554,0.0193322728,
2009,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",25-54,5,19,2422,485706.4,696.92639497,0.2877483051,485706.4,1146.4439197,Other,218,24262,3925835.9,1981.3722265,0.0816656593,3925835.9,3259.3573126,0.0998268898,0.0491188509,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,1,30,3655,433056,658.0699051,0.1800464857,433056,1082.5249939,White,211,26969,3409370.25,1846.448009,0.0684655719,3409370.25,3037.4069748,0.1355259743,0.0429437924,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,2,11,1646,472795.65,687.60137434,0.4177408107,472795.65,1131.1042608,Black,35,6826,2197801.05,1482.4982462,0.2171840384,2197801.05,2438.709615,0.2411368298,0.1867622394,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,3,7,775,82160.65,286.63679108,0.369853924,82160.65,471.51752132,Latino,27,3378,643598.4,802.24584761,0.2374913699,643598.4,1319.6944193,0.2294256957,0.1658841387,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,4,,,,,,,,Asian,5,682,144378.45,379.97164368,0.5571431725,144378.45,625.05335385,,,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",16-19,5,,,,,,,,Other,5,622,151730.8,389.52637908,0.6262481979,151730.8,640.77089359,,,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,1,41,5947,1075601.7,1037.1121926,0.1743924992,1075601.7,1706.0495568,White,334,53679,2947615.35,1716.8620649,0.0319838683,2947615.35,2824.2380968,0.110788204,0.0323125381,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,2,14,3120,946730.5,973.00077081,0.3118592214,946730.5,1600.586268,Black,60,13880,1869848.4,1367.4240015,0.0985175794,1869848.4,2249.4124825,0.2247838617,0.120933204,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,3,13,1595,166771.25,408.37635828,0.2560353343,166771.25,671.77910937,Latino,59,8842,965054.45,982.37184915,0.1111029008,965054.45,1616.0016918,0.1803890523,0.0828207359,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",20-24,4,,,,,,,,Asian,17,2503,139619.65,373.65712893,0.1492837111,139619.65,614.66597709,,,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,1,171,25379,4318334.25,2078.0602133,0.0818810912,4318334.25,3418.4090508,White,2767,417107,9974575.15,3158.2550799,0.0075718103,9974575.15,5195.3296065,0.0608452987,0.0082304873,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,2,70,14698,5437047.7,2331.747778,0.158643882,5437047.7,3835.7250947,Black,383,77645,8416664.85,2901.1488845,0.0373642718,8416664.85,4772.389915,0.1892974435,0.0507524652,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,3,28,5181,1513732.75,1230.3384697,0.2374712352,1513732.75,2023.9067826,Latino,257,44577,3259104.95,1805.2991303,0.0404984438,3259104.95,2969.7170694,0.1162258564,0.0460580014,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,4,8,1771,428133.6,654.31918816,0.3694631215,428133.6,1076.3550645,Asian,89,18038,1929485.05,1389.059052,0.0770073762,1929485.05,2285.0021406,0.0981816166,0.0609539138,
2009,33340,"Milwaukee-Waukesha-West Allis, WI",25-54,5,5,1217,384662.4,620.2115768,0.509623317,384662.4,1020.2480438,Other,36,6933,1356384.2,1164.6390857,0.1679848674,1356384.2,1915.831296,0.1755372854,0.1549467209,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,1,106,13181,1750063.2,1322.8995427,0.1003641258,1750063.2,2176.1697477,White,524,66152,6677726.95,2584.1298245,0.0390635177,6677726.95,4250.8935613,0.199253235,0.0353004294,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,2,17,2537,609976.9,781.01017919,0.3078479224,609976.9,1284.7617448,Black,30,5341,1418132.7,1190.8537694,0.2229645702,1418132.7,1958.9544506,0.4750046808,0.2970113069,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,3,9,1673,448776.5,669.90782948,0.4004230899,448776.5,1101.9983795,Latino,31,5259,977878.95,988.87762135,0.1880352959,977878.95,1626.7036871,0.3181213158,0.2314992359,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,4,12,1432,274618.85,524.04088581,0.3659503393,274618.85,862.04725716,Asian,30,3950,667518.95,817.01832905,0.2068400833,667518.95,1343.9951513,0.3625316456,0.2506877635,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",16-19,5,,,,,,,,Other,21,3046,730932.15,854.94570003,0.2806781681,730932.15,1406.3856765,,,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,1,80,12730,3126278.9,1768.1286435,0.1388946303,3126278.9,2908.5716186,White,817,128799,6362228.45,2522.3458228,0.0195835823,6362228.45,4149.2588786,0.0988361711,0.0228056145,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,2,15,3417,682682.75,826.24618002,0.2418045596,682682.75,1359.1749661,Black,49,11340,2085232.45,1444.0333964,0.1273398057,2085232.45,2375.4349371,0.3013227513,0.1354609586,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,3,13,1839,310191.55,556.9484267,0.3028539569,310191.55,916.18016192,Latino,59,9324,1710260.7,1307.7693604,0.1402584042,1710260.7,2151.2805979,0.1972329472,0.1082864704,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,4,8,2152,880759.4,938.48782624,0.436100291,880759.4,1543.8124742,Asian,59,10248,1868459.4,1366.9160179,0.1333836864,1868459.4,2248.5768495,0.2099921936,0.1575339912,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",20-24,5,,,,,,,,Other,34,5356,1423662.75,1193.1733948,0.2227732253,1423662.75,1962.7702344,,,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,1,429,66697,12607378.6,3550.6870603,0.0532360835,12607378.6,5840.8802142,White,7005,1031243,21749514.15,4663.6374377,0.0045223458,21749514.15,7671.683585,0.0646763178,0.0056843219,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,2,47,10700,3996926.9,1999.2315774,0.1868440727,3996926.9,3288.7359448,Black,365,74235,6530583.7,2555.500675,0.0344244719,6530583.7,4203.7986104,0.1441368627,0.0450473256,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,3,16,2713,620009.95,787.40710563,0.2902348344,620009.95,1295.2846888,Latino,284,56419,5662604.9,2379.6228483,0.0421776857,5662604.9,3914.4795854,0.0480866375,0.0231994642,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,4,26,4117,903076.3,950.30326738,0.2308242087,903076.3,1563.2488748,Asian,339,61423,6566730.15,2562.5631992,0.041719929,6566730.15,4215.4164627,0.0670270094,0.025862916,
2009,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",25-54,5,13,2362,352135.25,593.40984994,0.2512319432,352135.25,976.15920314,Other,119,20122,3007845.05,1734.3139998,0.0861899413,3007845.05,2852.9465297,0.1173839579,0.0512874904,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,1,57,5833,657210.25,810.68504982,0.1389825218,657210.25,1333.576907,White,239,23855,2127901.15,1458.7327205,0.0611499778,2127901.15,2399.6153253,0.2445189688,0.0610752656,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,2,17,2202,304107.25,551.45920067,0.2504356043,304107.25,907.1503851,Black,31,4410,837540.15,915.17219691,0.2075220401,837540.15,1505.4582639,0.4993197279,0.2671488849,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",16-19,3,7,734,89586.8,299.31054108,0.4077800287,89586.8,492.36584007,Latino,22,3143,570544.85,755.34419307,0.2403258648,570544.85,1242.5411976,0.2335348393,0.1818366423,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,1,62,7479,1490589.5,1220.8970063,0.1632433489,1490589.5,2008.3755754,White,522,59937,2276494.65,1508.8057032,0.0251731936,2276494.65,2481.9853818,0.1247810201,0.0339041748,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,2,22,3718,733674.45,856.54798465,0.2303786941,733674.45,1409.0214347,Black,93,14205,1936657.8,1391.6385307,0.0979682176,1936657.8,2289.2453829,0.2617388244,0.1077882009,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,3,11,1021,140812.45,375.2498501,0.3675316847,140812.45,617.28600341,Latino,60,7059,941012.85,970.05816836,0.1374214716,941012.85,1595.745687,0.1446380507,0.0933594614,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,4,,,,,,,,Asian,10,1408,280408.25,529.53588169,0.3760908251,280408.25,871.08652538,,,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",20-24,5,,,,,,,,Other,13,1788,297247,545.20363168,0.3049237314,297247,896.85997412,,,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,1,305,32921,5390521.7,2321.7497066,0.070524884,5390521.7,3819.2782673,White,4612,473088,9209163.2,3034.6603105,0.0064145789,9209163.2,4992.0162107,0.0695874763,0.0081064067,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,2,75,11401,1824118.45,1350.5992929,0.1184632307,1824118.45,2221.7358368,Black,693,90999,3959120.8,1989.7539546,0.0218656684,3959120.8,3273.1452554,0.1252870911,0.0248273601,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,3,31,3683,612888.15,782.87173279,0.2125635984,612888.15,1287.8240004,Latino,299,37427,1669010.1,1291.9017377,0.0345179079,1669010.1,2125.1783586,0.0984048949,0.0348596871,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,4,,,,,,,,Asian,140,16019,953951.1,976.70420292,0.0609716089,953951.1,1606.6784138,,,
2009,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",25-54,5,,,,,,,,Other,72,7357,759785.05,871.65649771,0.1184798828,759785.05,1433.8749387,,,
2009,35300,"New Haven-Milford, CT",16-19,1,32,3494,474718.3,688.99804064,0.197194631,474718.3,1133.4017768,White,136,14786,1259897,1122.4513352,0.0759131161,1259897,1846.4324465,0.2363046125,0.0821375326,
2009,35300,"New Haven-Milford, CT",16-19,2,12,1456,240452.1,490.35915409,0.3367851333,240452.1,806.64080848,Black,21,2883,312475.45,558.99503576,0.1938935261,312475.45,919.54683382,0.5050294832,0.3228481654,
2009,35300,"New Haven-Milford, CT",16-19,3,14,1337,156900.35,396.10648821,0.296265137,156900.35,651.5951731,Latino,42,4373,519474.55,720.74582899,0.1648172488,519474.55,1185.6268887,0.3057397668,0.1705097395,
2009,35300,"New Haven-Milford, CT",16-19,5,,,,,,,,Other,8,1049,119402.45,345.54659599,0.3294057159,119402.45,568.4241504,,,
2009,35300,"New Haven-Milford, CT",20-24,1,27,3450,462152.8,679.81821099,0.1970487568,462152.8,1118.3009571,White,240,27891,1796471,1340.3249606,0.048055823,1796471,2204.8345602,0.1236958159,0.0412705497,
2009,35300,"New Haven-Milford, CT",20-24,2,11,1562,249696.65,499.69655792,0.3199081677,249696.65,822.00083778,Black,35,5173,811790.6,900.99422862,0.174172478,811790.6,1482.1355061,0.3019524454,0.180926735,
2009,35300,"New Haven-Milford, CT",20-24,3,16,1920,254027.7,504.01160701,0.2625060453,254027.7,829.09909353,Latino,50,7073,607593.5,779.48284138,0.1102054067,607593.5,1282.2492741,0.2714548282,0.1271312904,
2009,35300,"New Haven-Milford, CT",20-24,4,,,,,,,,Asian,9,1177,221883.3,471.04490232,0.4002080733,221883.3,774.86886431,,,
2009,35300,"New Haven-Milford, CT",20-24,5,,,,,,,,Other,8,1150,297625.05,545.55022684,0.4743915016,297625.05,897.43012314,,,
2009,35300,"New Haven-Milford, CT",25-54,1,126,13638,2283003.75,1510.9612007,0.1107905265,2283003.75,2485.5311751,White,2046,210488,4466185.45,2113.3351485,0.0100401693,4466185.45,3476.4363193,0.0647922922,0.0118568116,
2009,35300,"New Haven-Milford, CT",25-54,2,31,4421,594388.55,770.96598498,0.1743872393,594388.55,1268.2390453,Black,243,34497,1669225.5,1291.9851005,0.0374521002,1669225.5,2125.3154904,0.1281560715,0.0376020295,
2009,35300,"New Haven-Milford, CT",25-54,3,57,8784,1182441.5,1087.4012599,0.1237934039,1182441.5,1788.7750725,Latino,310,42958,1429182,1195.4840024,0.0278291355,1429182,1966.571184,0.2044787932,0.0426792949,
2009,35300,"New Haven-Milford, CT",25-54,4,,,,,,,,Asian,116,13889,289227.2,537.79847527,0.0387211804,289227.2,884.67849181,,,
2009,35300,"New Haven-Milford, CT",25-54,5,,,,,,,,Other,44,4869,455591.35,674.97507361,0.1386270433,455591.35,1110.3339961,,,
2009,35380,"New Orleans-Metairie, LA",16-19,1,24,2294,282110.45,531.1407064,0.2315347456,282110.45,873.72646204,White,106,11031,1156910.7,1075.5978338,0.0975068293,1156910.7,1769.3584365,0.2079593872,0.0859436691,
2009,35380,"New Orleans-Metairie, LA",16-19,2,34,4263,712867.3,844.31469252,0.1980564608,712867.3,1388.8976692,Black,72,9495,1296532.95,1138.654008,0.1199214332,1296532.95,1873.0858432,0.4489731438,0.1710011735,
2009,35380,"New Orleans-Metairie, LA",16-19,3,,,,,,,,Latino,9,1147,180172.95,424.46784331,0.3700678669,180172.95,698.24960224,,,
2009,35380,"New Orleans-Metairie, LA",16-19,4,,,,,,,,Asian,7,899,127440.8,356.98851522,0.3970951226,127440.8,587.24610754,,,
2009,35380,"New Orleans-Metairie, LA",20-24,1,33,3193,440830.85,663.95093945,0.2079395363,440830.85,1092.1992954,White,296,29900,1524465.25,1234.6923706,0.0412940592,1524465.25,2031.0689496,0.1067892977,0.0372417204,
2009,35380,"New Orleans-Metairie, LA",20-24,2,44,7900,1283079,1132.7307712,0.1433836419,1283079,1863.3421186,Black,155,27738,2622187.45,1619.3169702,0.0583790097,2622187.45,2663.776416,0.2848078448,0.0725311368,
2009,35380,"New Orleans-Metairie, LA",20-24,3,,,,,,,,Latino,39,4976,630923.3,794.3068047,0.1596275733,630923.3,1306.6346937,,,
2009,35380,"New Orleans-Metairie, LA",20-24,4,,,,,,,,Asian,7,918,104839.7,323.78959217,0.352711974,104839.7,532.63387913,,,
2009,35380,"New Orleans-Metairie, LA",20-24,5,,,,,,,,Other,11,1076,91389.2,302.30646702,0.2809539656,91389.2,497.29413824,,,
2009,35380,"New Orleans-Metairie, LA",25-54,1,128,13760,2297183.85,1515.6463473,0.1101487171,2297183.85,2493.2382413,White,2421,241483,8641294.75,2939.6079245,0.0121731465,8641294.75,4835.6550359,0.0569812368,0.0103875546,
2009,35380,"New Orleans-Metairie, LA",25-54,2,133,20047,4133294.45,2033.0505281,0.101414203,4133294.45,3344.3681188,Black,959,142337,11913932.05,3451.6564212,0.0242498888,11913932.05,5677.9748129,0.140841805,0.0241585094,
2009,35380,"New Orleans-Metairie, LA",25-54,3,16,1981,331244.85,575.53874761,0.2905294031,331244.85,946.76123982,Latino,281,30186,877634.3,936.82138105,0.0310349626,877634.3,1541.0711718,0.0656264493,0.0315426902,
2009,35380,"New Orleans-Metairie, LA",25-54,4,,,,,,,,Asian,102,11245,955075.7,977.27974501,0.0869079364,955075.7,1607.6251805,,,
2009,35380,"New Orleans-Metairie, LA",25-54,5,5,550,94790.75,307.8810647,0.559783754,94790.75,506.46435143,Other,52,6463,1011882.85,1005.9238788,0.1556434905,1011882.85,1654.7447807,0.0850997989,0.0813363272,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,1,334,33835,5659106.6,2378.8876812,0.0703084877,5659106.6,3913.2702357,White,1627,165210,14591067.4,3819.8255719,0.0231210312,14591067.4,6283.6130658,0.2047999516,0.0249345443,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,2,171,21577,3395092.75,1842.577746,0.0853954556,3395092.75,3031.0403921,Black,430,53793,8579766.45,2929.1238366,0.0544517658,8579766.45,4818.4087112,0.4011116688,0.0668266041,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,3,227,27920,5125832.15,2264.0300683,0.0810899022,5125832.15,3724.3294623,Latino,664,78618,10973030.55,3312.5564976,0.0421348355,10973030.55,5449.1554386,0.3551349564,0.053385879,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,4,33,3060,341865.9,584.69299637,0.1910761426,341865.9,961.81997902,Asian,150,13788,1181101.7,1086.7850293,0.0788210784,1181101.7,1787.7613733,0.2219321149,0.0754598932,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",16-19,5,19,1795,249031.15,499.03020951,0.2780112588,249031.15,820.90469464,Other,68,7102,825863.45,908.77029551,0.1279597713,825863.45,1494.9271361,0.2527457054,0.1272436012,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,1,507,53623,7002638.05,2646.2498087,0.0493491563,7002638.05,4353.0809353,White,3686,400043,26264612.4,5124.9012088,0.0128108759,26264612.4,8430.4624885,0.1340430904,0.0112422106,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,2,283,40227,6879851.05,2622.9470162,0.0652036447,6879851.05,4314.7478417,Black,1058,149539,10617741.05,3258.4875403,0.0217902189,10617741.05,5360.2120037,0.2690067474,0.0304222301,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,3,341,44884,7713493.65,2777.3177078,0.0618776782,7713493.65,4568.6876293,Latino,1760,232947,18426849.35,4292.6506205,0.0184275849,18426849.35,7061.4102708,0.1926790214,0.0204637972,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,4,96,8996,687960.5,829.43384305,0.0922002938,687960.5,1364.4186718,Asian,578,60349,6658841.9,2580.473193,0.0427591707,6658841.9,4244.8784026,0.1490662646,0.0249218038,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",20-24,5,20,2604,604810.3,777.69550597,0.2986541882,604810.3,1279.3091073,Other,152,18298,3154035.55,1775.9604585,0.097057627,3154035.55,2921.4549542,0.142310635,0.0735146109,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,1,2186,252386,51278149.45,7160.8763046,0.028372716,51278149.45,11779.641521,White,32786,3614281,99286976.65,9964.2850546,0.0027569204,99286976.65,16391.248915,0.0698302097,0.0032745435,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,2,906,128728,30481182.6,5520.9765984,0.0428887002,30481182.6,9082.0065044,Black,7845,1115757,53314818.6,7301.6997062,0.0065441666,53314818.6,12011.296017,0.1153727917,0.0082339815,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,3,1040,145466,26692428.65,5166.4715861,0.0355166952,26692428.65,8498.8457591,Latino,10784,1526701,70817205.7,8415.2959366,0.0055120786,70817205.7,13843.161816,0.0952812633,0.0056334466,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,4,405,46978,6582714.55,2565.680134,0.0546145033,6582714.55,4220.5438204,Asian,6296,732598,25027589,5002.7581393,0.0068287903,25027589,8229.5371391,0.0641252092,0.0058059235,
2009,35620,"New York-Newark-Jersey City, NY-NJ-PA",25-54,5,94,12959,2809086.3,1676.0329054,0.1293335061,2809086.3,2757.0741294,Other,920,110129,24375689.5,4937.1742424,0.0448308279,24375689.5,8121.6516288,0.1176710948,0.026496301,
2009,35840,"North Port-Sarasota-Bradenton, FL",16-19,1,23,2439,357661.9,598.04840941,0.2452022999,357661.9,983.78963348,White,82,8662,578879.25,760.84114636,0.0878366597,578879.25,1251.5836858,0.2815746941,0.1206425954,
2009,35840,"North Port-Sarasota-Bradenton, FL",16-19,2,12,1340,162778.7,403.45842413,0.3010883762,162778.7,663.68910769,Black,16,2055,251724.25,501.72128717,0.2441466118,251724.25,825.3315174,0.6520681265,0.415798709,
2009,35840,"North Port-Sarasota-Bradenton, FL",16-19,3,6,548,68415.15,261.56289875,0.4773045598,68415.15,430.27096844,Latino,14,1777,232770.4,482.46284831,0.2715041352,232770.4,793.65138547,0.3083849184,0.2785654669,
2009,35840,"North Port-Sarasota-Bradenton, FL",20-24,1,31,3607,529978.9,727.99649724,0.2018288043,529978.9,1197.554238,White,157,18126,527127.65,726.03557075,0.040054925,527127.65,1194.3285139,0.1989959175,0.067356842,
2009,35840,"North Port-Sarasota-Bradenton, FL",20-24,2,6,1210,322070.85,567.51286329,0.4690188953,322070.85,933.55866011,Black,15,2186,353803.3,594.8136683,0.2721014036,353803.3,978.46848436,0.5535224154,0.4937282749,
2009,35840,"North Port-Sarasota-Bradenton, FL",20-24,3,6,1208,236473.65,486.28556425,0.402554275,236473.65,799.93975319,Latino,41,5295,590360.7,768.34933461,0.1451084673,590360.7,1263.9346554,0.2281397545,0.1605900554,
