YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,EMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ER,MOE_ER
2013,41700,"San Antonio-New Braunfels, TX",16-19,335,39609,5546581.3,2355.1181074,0.059459166,5546581.3,3874.1692867,1144,128146,8505191.05,2916.3660693,0.0227581514,8505191.05,4797.422184,0.3090927536,0.0279302879
2013,41700,"San Antonio-New Braunfels, TX",20-24,836,107378,11254354.55,3354.7510414,0.031242443,11254354.55,5518.5654632,1286,161456,6907915.6,2628.2913842,0.0162786851,6907915.6,4323.5393269,0.6650604499,0.0291736475
2013,41700,"San Antonio-New Braunfels, TX",25-54,5866,685521,25065454.6,5006.5411813,0.0073032645,25065454.6,8235.7602432,7625,885779,8666061.95,2943.817581,0.0033234222,8666061.95,4842.5799207,0.7739187766,0.0082792912
2013,41740,"San Diego-Carlsbad, CA",16-19,319,36467,5554787.7,2356.8597116,0.0646299315,5554787.7,3877.0342255,1530,174755,9817231.25,3133.2461202,0.0179293647,9817231.25,5154.1898678,0.2086750021,0.0213147575
2013,41740,"San Diego-Carlsbad, CA",20-24,1118,144881,16315559.9,4039.2523937,0.0278797937,16315559.9,6644.5701876,1841,233827,5693075.95,2386.0167539,0.0102041969,5693075.95,3924.9975602,0.6196076587,0.0264448402
2013,41740,"San Diego-Carlsbad, CA",25-54,8278,977635,46607057.95,6826.9362052,0.0069831135,46607057.95,11230.310058,11142,1315265,10009413.15,3163.7656598,0.0024054207,10009413.15,5204.3945103,0.7432988789,0.0080158873
2013,41860,"San Francisco-Oakland-Hayward, CA",16-19,409,42708,5774708.25,2403.0622651,0.0562672629,5774708.25,3953.0374261,1968,197253,12025950.9,3467.845282,0.0175806973,12025950.9,5704.6054889,0.2165138173,0.019037103
2013,41860,"San Francisco-Oakland-Hayward, CA",20-24,1473,174696,14903877.95,3860.5540988,0.0220986977,14903877.95,6350.6114926,2445,283931,11602922.75,3406.3063206,0.0119969511,11602922.75,5603.3738974,0.6152762467,0.0187838135
2013,41860,"San Francisco-Oakland-Hayward, CA",25-54,14516,1574296,70647212.45,8405.1896142,0.0053390148,70647212.45,13826.536915,18384,1998992,10857380.9,3295.0540056,0.0016483578,10857380.9,5420.3638393,0.7875449226,0.0065788507
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,192,19345,1784741.95,1335.9423453,0.0690587927,1784741.95,2197.625158,965,91568,3661065.65,1913.3911388,0.0208958494,3661065.65,3147.5284233,0.2112637603,0.0228749002
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,638,77534,6306175.3,2511.2099275,0.0323884996,6306175.3,4130.9403307,1005,116973,2999203.85,1731.8209636,0.0148053052,2999203.85,2848.8454851,0.662836723,0.0314097044
2013,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-54,6301,646406,21386575.05,4624.5621468,0.0071542686,21386575.05,7607.4047316,8109,827647,3592454.05,1895.3770205,0.002290079,3592454.05,3117.8951988,0.7810165445,0.0087079788
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,122,10944,909338.1,953.59220844,0.087133791,909338.1,1568.6591829,313,25163,1051654.95,1025.5022916,0.0407543731,1051654.95,1686.9512696,0.4349242936,0.055100735
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,230,23659,2038818.15,1427.8718955,0.060352166,2038818.15,2348.8492681,365,34794,1739998.75,1319.090122,0.037911425,1739998.75,2169.9032507,0.6799735587,0.0525258198
2013,42540,"Scranton--Wilkes-Barre--Hazleton, PA",25-54,1454,140871,9864084.55,3140.7140191,0.022294965,9864084.55,5166.4745615,1870,187754,2541226.25,1594.1224075,0.0084904844,2541226.25,2622.3313603,0.7502955996,0.0254437481
2013,42660,"Seattle-Tacoma-Bellevue, WA",16-19,435,44181,7096011.3,2663.8339475,0.0602936545,7096011.3,4382.0068437,1668,168894,11902809.85,3450.0449055,0.0204272793,11902809.85,5675.3238696,0.2615901098,0.024410894
2013,42660,"Seattle-Tacoma-Bellevue, WA",20-24,1188,154825,16171946.4,4021.435863,0.0259740731,16171946.4,6615.2619946,1813,231986,9070310.85,3011.6956769,0.0129822303,9070310.85,4954.2393884,0.6673894114,0.0246984365
2013,42660,"Seattle-Tacoma-Bellevue, WA",25-54,10884,1237510,55194620.25,7429.3081946,0.0060034329,55194620.25,12221.21198,13866,1580787,13467670.8,3669.8325302,0.0023215225,13467670.8,6036.8745122,0.7828442415,0.0071296601
2013,44060,"Spokane-Spokane Valley, WA",16-19,76,6659,551452.5,742.59847832,0.1115180175,551452.5,1221.5744968,317,27817,1572041.2,1253.8106715,0.0450735403,1572041.2,2062.5185546,0.239385987,0.0401678182
2013,44060,"Spokane-Spokane Valley, WA",20-24,236,26617,1932059.75,1389.9855215,0.05222172,1932059.75,2286.5261829,395,42879,2231975.2,1493.9796518,0.0348417559,2231975.2,2457.5965272,0.6207467525,0.0397212399
2013,44060,"Spokane-Spokane Valley, WA",25-54,1516,156627,8693855.4,2948.5344495,0.018825199,8693855.4,4850.3391695,2086,219324,2363281.65,1537.2968646,0.0070092505,2363281.65,2528.8533423,0.714135252,0.0205248634
2013,44140,"Springfield, MA",16-19,133,11284,1444251.35,1201.7700903,0.1065021349,1444251.35,1976.9117986,410,35056,2360290.65,1536.3237452,0.0438248444,2360290.65,2527.2525608,0.321884984,0.0513972866
2013,44140,"Springfield, MA",20-24,253,29369,2071432.5,1439.2471991,0.049005659,2071432.5,2367.5616425,401,45918,1749963.85,1322.861992,0.028809225,1749963.85,2176.1079769,0.6395966723,0.0417100569
2013,44140,"Springfield, MA",25-54,1555,160914,9439855.6,3072.4348,0.0190936451,9439855.6,5054.1552459,2058,216234,2371883.05,1540.0918966,0.0071223392,2371883.05,2533.4511699,0.7441660423,0.0216865066
2013,44700,"Stockton-Lodi, CA",16-19,80,8143,702579.45,838.20012527,0.1029350516,702579.45,1378.8392061,444,42036,1800932.1,1341.9881147,0.0319247339,1800932.1,2207.5704487,0.193714911,0.0311839348
2013,44700,"Stockton-Lodi, CA",20-24,273,33946,2528050.2,1589.9843395,0.0468386361,2528050.2,2615.5242386,440,53497,676036.85,822.21460094,0.015369359,676036.85,1352.5430185,0.6345402546,0.0461840023
2013,44700,"Stockton-Lodi, CA",25-54,1632,184478,10115392,3180.4704055,0.0172403777,10115392,5231.873817,2411,271580,721359.2,849.32867607,0.0031273609,721359.2,1397.1456721,0.6792768245,0.018944975
2013,45060,"Syracuse, NY",16-19,207,13184,901338,949.38822407,0.0720106359,901338,1561.7436286,651,45468,1507197.75,1227.6798239,0.0270009638,1507197.75,2019.5333103,0.2899621712,0.0318422105
2013,45060,"Syracuse, NY",20-24,361,33838,2124917.85,1457.7097962,0.0430790767,2124917.85,2397.9326148,597,52628,1172568.5,1082.8520213,0.0205755875,1172568.5,1781.291575,0.6429657217,0.0400307538
2013,45060,"Syracuse, NY",25-54,2323,195651,9175290.85,3029.0742563,0.015482028,9175290.85,4982.8271516,3063,255298,2194445.5,1481.3660925,0.0058024978,2194445.5,2436.8472222,0.7663632304,0.0180950459
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,335,30754,2541137.4,1594.0945392,0.0518337302,2541137.4,2622.285517,1417,133716,6039579.2,2457.5555335,0.018378919,6039579.2,4042.6788525,0.2299949146,0.0183366969
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,1101,114032,7996484.1,2827.8055273,0.0247983507,7996484.1,4651.7400923,1678,174042,3011310.4,1735.3127672,0.0099706552,3011310.4,2854.589502,0.6551981706,0.0244721173
2013,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,8777,840392,31317658.3,5596.2182141,0.006659057,31317658.3,9205.7789622,11502,1113509,5471755.75,2339.1784348,0.002100727,5471755.75,3847.9485253,0.7547240301,0.0078451935
2013,45780,"Toledo, OH",16-19,121,12302,1375731.2,1172.9156832,0.0953434956,1375731.2,1929.4462989,380,36398,2474604.15,1573.0874578,0.0432190631,2474604.15,2587.7288681,0.3379856036,0.0472506429
2013,45780,"Toledo, OH",20-24,325,37186,3087328.7,1757.0795941,0.0472511051,3087328.7,2890.3959323,481,53517,1412478.85,1188.4775345,0.0222074768,1412478.85,1955.0455442,0.6948446288,0.0476721993
2013,45780,"Toledo, OH",25-54,1818,183972,8063959.55,2839.7111737,0.0154355618,8063959.55,4671.3248807,2393,243156,1932166.5,1390.0239207,0.0057165931,1932166.5,2286.5893495,0.7566007008,0.0178451434
2013,46060,"Tucson, AZ",16-19,134,15400,1876754.55,1369.946915,0.0889575919,1876754.55,2253.5626752,565,55560,3442243.65,1855.328448,0.0333932406,3442243.65,3052.015297,0.2771778258,0.0375946438
2013,46060,"Tucson, AZ",20-24,401,52974,5401537.95,2324.1208983,0.0438728602,5401537.95,3823.1788777,660,86939,3568448.35,1889.033708,0.0217282659,3568448.35,3107.4604497,0.6093237787,0.0382035342
2013,46060,"Tucson, AZ",25-54,2537,260014,12470555.9,3531.3674264,0.0135814511,12470555.9,5809.0994164,3416,350268,2957800.45,1719.8257034,0.004910028,2957800.45,2829.1132821,0.7423287311,0.0154629797
2013,46140,"Tulsa, OK",16-19,135,14257,1642189.3,1281.4793404,0.0898842211,1642189.3,2108.033515,391,39064,2641040.1,1625.1277181,0.0416016721,2641040.1,2673.3350962,0.3649651853,0.0478356871
2013,46140,"Tulsa, OK",20-24,303,36403,3027968.6,1740.1059163,0.0478011679,3027968.6,2862.4742323,463,56457,1892483,1375.6754705,0.024366783,1892483,2262.9861489,0.6447916113,0.043619858
2013,46140,"Tulsa, OK",25-54,2124,250252,8633031,2938.2020012,0.0117409731,8633031,4833.342292,2763,321612,3193883.25,1787.1438806,0.0055568321,3193883.25,2939.8516836,0.7781177319,0.0132387325
2013,46520,"Urban Honolulu, HI",16-19,116,11282,1395091,1181.1397038,0.1046924042,1395091,1942.9748128,466,44651,1659303.85,1288.1396857,0.0288490669,1659303.85,2118.9897831,0.2526707129,0.0418299748
2013,46520,"Urban Honolulu, HI",20-24,392,44098,4058452.15,2014.5600388,0.0456837054,4058452.15,3313.9512639,628,65905,3814761.05,1953.1413287,0.0296357079,3814761.05,3212.9174858,0.6691146347,0.0382675201
2013,46520,"Urban Honolulu, HI",25-54,2776,286022,15291615.8,3910.4495649,0.0136718489,15291615.8,6432.6895343,3549,363870,4411524.3,2100.3628972,0.0057722893,4411524.3,3455.0969659,0.7860554594,0.0160256215
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,240,24144,1828073.95,1352.0628499,0.0559999524,1828073.95,2224.143388,875,84921,6451052.3,2539.8921828,0.0299088822,6451052.3,4178.1226406,0.2843113011,0.0221424099
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,584,78123,7816299.4,2795.7645466,0.0357867023,7816299.4,4599.0326791,952,121027,7673283.65,2770.06925,0.0228880271,7673283.65,4556.7639163,0.6455005908,0.0292119567
2013,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,4399,489336,25313859.75,5031.2880806,0.0102818678,25313859.75,8276.4688926,5714,630646,10519389.65,3243.3608572,0.0051429183,10519389.65,5335.3286101,0.7759281752,0.0113640772
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,759,82119,12413324.9,3523.254873,0.0429042593,12413324.9,5795.7542661,2899,295501,18575959.9,4309.9837471,0.014585344,18575959.9,7089.9232639,0.2778975367,0.0184452083
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,2228,243227,21755673.1,4664.2977071,0.0191767267,21755673.1,7672.7697281,3383,369203,15760904.2,3970.000529,0.0107528935,15760904.2,6530.6508702,0.6587893381,0.0172075067
2013,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,20640,2143192,59470734.6,7711.7270828,0.0035982437,59470734.6,12685.791051,24890,2592609,20676871.05,4547.1827597,0.0017539023,20676871.05,7480.1156397,0.8266545399,0.0042724264
2013,48620,"Wichita, KS",16-19,105,12046,1897717.95,1377.57684,0.1143596912,1897717.95,2266.1139017,274,30768,1655421.7,1286.6319209,0.0418172101,1655421.7,2116.50951,0.3915106604,0.0685510478
2013,48620,"Wichita, KS",20-24,184,28989,2996983.75,1731.1798722,0.0597185095,2996983.75,2847.7908898,268,39467,2082016,1442.9192632,0.0365601455,2082016,2373.6021879,0.7345123774,0.05705372
2013,48620,"Wichita, KS",25-54,1404,185753,12657356.4,3557.717864,0.0191529497,12657356.4,5852.4458863,1752,234401,2784294.2,1668.6204482,0.0071186575,2784294.2,2744.8806372,0.7924582233,0.023179063
2013,49180,"Winston-Salem, NC",16-19,80,8379,1117537,1057.1362258,0.1261649631,1117537,1738.9890915,313,33122,1957199.8,1398.9995711,0.0422377746,1957199.8,2301.3542945,0.2529738542,0.0494729094
2013,49180,"Winston-Salem, NC",20-24,235,27121,1865063.55,1365.6732955,0.0503548282,1865063.55,2246.5325711,376,43114,1563036.7,1250.2146616,0.0289978815,1563036.7,2056.6031183,0.6290532078,0.0425994259
2013,49180,"Winston-Salem, NC",25-54,1721,182971,10187178.5,3191.7359697,0.0174439445,10187178.5,5250.4056701,2263,242496,3210077.55,1791.6689287,0.0073884474,3210077.55,2947.2953877,0.7545320335,0.019613479
2013,49340,"Worcester, MA-CT",16-19,234,19041,1719824.65,1311.4208516,0.0688735283,1719824.65,2157.2873009,613,55218,2456251.3,1567.2432166,0.028382832,2456251.3,2578.1150913,0.3448332066,0.0355968535
2013,49340,"Worcester, MA-CT",20-24,397,43685,3679151.4,1918.1114149,0.043907781,3679151.4,3155.2932775,569,63111,2952637.15,1718.3239363,0.0272270117,2952637.15,2826.6428752,0.6921931201,0.0392231306
2013,49340,"Worcester, MA-CT",25-54,2899,295106,10471295.6,3235.9381329,0.0109653417,10471295.6,5323.1182286,3608,370549,4930644.6,2220.505483,0.0059924746,4930644.6,3652.7315195,0.7964020953,0.0120305833
2013,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,87,7842,852227.05,923.16144309,0.1177201534,852227.05,1518.6005739,269,25507,2082344.2,1443.0329865,0.0565739988,2082344.2,2373.7892627,0.3074450151,0.052210679
2013,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,207,22689,2245804.45,1498.6008308,0.0660496642,2245804.45,2465.1983666,327,34450,1895261.7,1376.6850402,0.0399618299,1895261.7,2264.6468912,0.6586066763,0.0569754183
2013,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,1587,147626,4735973.45,2176.2291814,0.0147415034,4735973.45,3579.8970034,2111,196861,1471026.6,1212.8588541,0.006160991,1471026.6,1995.152815,0.7498996754,0.016520559
2014,0,_US total,16-19,47500,4908686,693670896.7,26337.632709,0.0053655159,693670896.7,43325.405806,165115,16846821,1100332552.9,33171.260948,0.0019689923,1100332552.9,54566.72426,0.2913716481,0.002392302
2014,0,_US total,20-24,117360,14440422,1443613870.4,37994.919008,0.0026311502,1443613870.4,62501.641768,182303,22163748,1389621023.2,37277.620943,0.0016819186,1389621023.2,61321.686451,0.6515333959,0.002168612
2014,0,_US total,25-54,880027,96626783,6325233610.2,79531.337284,0.0008230776,6325233610.2,130829.04983,1137656,125109905,1425098022,37750.470486,0.0003017385,1425098022,62099.52395,0.772335196,0.0009729099
2014,10420,"Akron, OH",16-19,120,16768,2488673,1577.5528517,0.0940811577,2488673,2595.0744411,353,41789,2290013.75,1513.2791382,0.0362123798,2290013.75,2489.3441823,0.4012539185,0.057315064
2014,10420,"Akron, OH",20-24,277,37726,4045114.4,2011.2469764,0.0533119593,4045114.4,3308.5012761,394,54688,2615241.75,1617.1709093,0.0295708548,2615241.75,2660.2461459,0.68984055,0.0503381587
2014,10420,"Akron, OH",25-54,1780,208159,7668855.95,2769.2699309,0.0133036281,7668855.95,4555.4490363,2280,267550,1090391.65,1044.2182004,0.0039028899,1090391.65,1717.7389396,0.7780190619,0.0162773468
2014,10580,"Albany-Schenectady-Troy, NY",16-19,176,18018,3269083.2,1808.0606185,0.1003474647,3269083.2,2974.2597174,503,48543,4466178.25,2113.3334451,0.0435352872,4466178.25,3476.4335171,0.3711760707,0.0552040522
2014,10580,"Albany-Schenectady-Troy, NY",20-24,352,47530,3286432.3,1812.8519796,0.0381412156,3286432.3,2982.1415065,552,67288,3111194.3,1763.8577891,0.0262135565,3111194.3,2901.546063,0.7063666627,0.0321931954
2014,10580,"Albany-Schenectady-Troy, NY",25-54,2513,269227,12023350.25,3467.4702955,0.0128793557,12023350.25,5703.9886361,3059,330198,4438781,2106.8414748,0.0063805398,4438781,3465.7542261,0.8153501838,0.0150056273
2014,10740,"Albuquerque, NM",16-19,85,13818,3140162.15,1772.0502673,0.1282421673,3140162.15,2915.0226898,319,43719,4450524.6,2109.6266494,0.0482542293,4450524.6,3470.3358383,0.3160639539,0.0617761791
2014,10740,"Albuquerque, NM",20-24,265,43716,4864716.9,2205.6103237,0.0504531596,4864716.9,3628.2289825,423,64774,3611507.5,1900.3966691,0.0293388809,3611507.5,3126.1525207,0.674900423,0.0455694213
2014,10740,"Albuquerque, NM",25-54,1866,250170,14600844,3821.1050758,0.015274034,14600844,6285.7178496,2544,346312,6341741.75,2518.2815073,0.0072717131,6341741.75,4142.5730795,0.7223832844,0.0159615068
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,127,16200,2455957.05,1567.1493388,0.0967376135,2455957.05,2577.9606623,430,45477,3034563.7,1741.9999139,0.0383050754,3034563.7,2865.5898584,0.3562240253,0.0520537501
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,295,34193,2072345.8,1439.564448,0.0421011449,2072345.8,2368.083517,482,52093,2069815,1438.6851636,0.0276176293,2069815,2366.6370941,0.6563837752,0.0343111763
2014,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,2056,256753,11683415.2,3418.1011103,0.0133127991,11683415.2,5622.7763264,2517,319223,3778128.8,1943.7409292,0.0060889752,3778128.8,3197.4538286,0.8043060807,0.0156635989
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,604,74349,11529389.6,3395.4954867,0.045669686,11529389.6,5585.5900756,2521,298691,22721372.8,4766.6941165,0.0159586131,22721372.8,7841.2118216,0.2489161039,0.0175213738
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,1663,229996,29309480.65,5413.8231085,0.0235387707,29309480.65,8905.7390135,2709,375045,22447580.65,4737.8877836,0.0126328515,22447580.65,7793.825404,0.6132490768,0.020036319
2014,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,15413,1853244,83056113.05,9113.5126625,0.0049176,83056113.05,14991.72833,19690,2394739,15408723.5,3925.3946935,0.0016391743,15408723.5,6457.2742709,0.7738814125,0.0059022569
2014,12260,"Augusta-Richmond County, GA-SC",16-19,54,8309,1926404.15,1387.9496208,0.1670417163,1926404.15,2283.1771263,190,28221,3250202.65,1802.8318419,0.063882635,3250202.65,2965.6583798,0.2944261366,0.0747533847
2014,12260,"Augusta-Richmond County, GA-SC",20-24,139,21876,2895186.7,1701.5248162,0.0777804359,2895186.7,2799.0083226,226,33350,2112526.1,1453.453164,0.043581804,2112526.1,2390.9304548,0.655952024,0.0695158979
2014,12260,"Augusta-Richmond County, GA-SC",25-54,1121,142481,13563288.3,3682.8369907,0.0258479165,13563288.3,6058.2668497,1557,199902,2759805.75,1661.2663092,0.0083104036,2759805.75,2732.7830786,0.7127542496,0.0286970974
2014,12420,"Austin-Round Rock, TX",16-19,247,25706,4098006.3,2024.3533041,0.0787502258,4098006.3,3330.0611853,983,101759,10032527.9,3167.4165972,0.0311266482,10032527.9,5210.4003023,0.2526164762,0.0300601907
2014,12420,"Austin-Round Rock, TX",20-24,794,95635,7905567.2,2811.6840505,0.0294001574,7905567.2,4625.2202631,1218,145610,4450121.95,2109.5312157,0.0144875435,4450121.95,3470.1788498,0.6567886821,0.0276401162
2014,12420,"Austin-Round Rock, TX",25-54,6297,728823,33489655.5,5787.0247537,0.0079402334,33489655.5,9519.6557198,7703,896048,5814205.25,2411.2663167,0.0026910013,5814205.25,3966.533091,0.8133749531,0.009995314
2014,12540,"Bakersfield, CA",16-19,75,9057,969056.3,984.40657251,0.1086901372,969056.3,1619.3488118,445,54632,3412984.25,1847.4263855,0.0338158293,3412984.25,3039.0164042,0.1657819593,0.0281699519
2014,12540,"Bakersfield, CA",20-24,262,35287,4110646.45,2027.4729221,0.0574566532,4110646.45,3335.1929569,481,69563,1822384.05,1349.9570549,0.0194062512,1822384.05,2220.6793553,0.5072667941,0.0451274046
2014,12540,"Bakersfield, CA",25-54,1745,225076,13693812.85,3700.5152141,0.0164411808,13693812.85,6087.3475272,2571,323297,3771828.15,1942.1194994,0.0060072302,3771828.15,3194.7865765,0.6961895718,0.0175271219
2014,12580,"Baltimore-Columbia-Towson, MD",16-19,400,41538,3992249.15,1998.0613479,0.0481020114,3992249.15,3286.8109173,1287,138728,9566662.85,3093.0022389,0.0222954432,9566662.85,5087.988683,0.2994204486,0.0209937956
2014,12580,"Baltimore-Columbia-Towson, MD",20-24,970,111962,14454184.05,3801.8658643,0.033956752,14454184.05,6254.0693467,1595,177043,9485590.3,3079.8685524,0.0173961611,9485590.3,5066.3837687,0.6324000384,0.0303373922
2014,12580,"Baltimore-Columbia-Towson, MD",25-54,8059,905637,30937299.55,5562.1308462,0.006141678,30937299.55,9149.705242,9878,1119904,8770404,2961.4867888,0.0026444113,8770404,4871.6457675,0.8086737792,0.0073739714
2014,12940,"Baton Rouge, LA",16-19,98,12890,2923699.55,1709.8829053,0.1326518934,2923699.55,2812.7573793,311,41438,4835820.95,2199.0500108,0.0530684399,4835820.95,3617.4372678,0.3110671364,0.0622101361
2014,12940,"Baton Rouge, LA",20-24,275,50141,5965140.45,2442.3637014,0.0487099121,5965140.45,4017.6882888,413,72238,3956297,1989.0442428,0.0275345973,3956297,3271.9777795,0.694108364,0.0458788374
2014,12940,"Baton Rouge, LA",25-54,1820,254032,12506802.25,3536.4957585,0.0139214578,12506802.25,5817.5355228,2311,320620,3593133.8,1895.5563299,0.0059121587,3593133.8,3118.1901628,0.7923148899,0.0164271389
2014,13820,"Birmingham-Hoover, AL",16-19,140,16945,1656350.1,1286.9926573,0.0759511748,1656350.1,2117.1029213,535,60108,4421565.3,2102.7518399,0.0349828948,4421565.3,3459.0267766,0.2819092301,0.0312630637
2014,13820,"Birmingham-Hoover, AL",20-24,339,42025,4285565.35,2070.1607063,0.0492602191,4285565.35,3405.4143619,545,68449,2616994.4,1617.7127063,0.0236338399,2616994.4,2661.1374018,0.6139607591,0.043651202
2014,13820,"Birmingham-Hoover, AL",25-54,2795,335652,15753424.95,3969.0584463,0.0118249212,15753424.95,6529.1011441,3741,446473,5290599.9,2300.1304093,0.0051517794,5290599.9,3783.7145234,0.7517856623,0.0131629054
2014,14260,"Boise City, ID",16-19,75,9688,1738668.25,1318.5857007,0.1361050476,1738668.25,2169.0734776,240,34262,3195911.65,1787.7112882,0.0521776688,3195911.65,2940.7850691,0.2827622439,0.0584715194
2014,14260,"Boise City, ID",20-24,200,32891,5435599.7,2331.4372606,0.0708837451,5435599.7,3835.2142936,286,46975,2544534.35,1595.1596629,0.0339576299,2544534.35,2624.0376454,0.7001809473,0.0716653714
2014,14260,"Boise City, ID",25-54,1430,205978,13867815.7,3723.9516243,0.0180793659,13867815.7,6125.9004219,1829,268816,2718475.95,1648.78014,0.0061334896,2718475.95,2712.2433303,0.7662415928,0.0214369816
2014,14460,"Boston-Cambridge-Newton, MA-NH",16-19,985,98023,11113717.05,3333.7242013,0.034009612,11113717.05,5483.9763111,2717,262805,13653973.2,3695.1283063,0.0140603425,13653973.2,6078.4860639,0.3729875763,0.0190003072
2014,14460,"Boston-Cambridge-Newton, MA-NH",20-24,2315,239949,33731706.15,5807.900322,0.0242047282,33731706.15,9553.9960296,3398,348805,12565180.6,3544.7398494,0.0101625259,12565180.6,5831.0970523,0.6879173177,0.0248594877
2014,14460,"Boston-Cambridge-Newton, MA-NH",25-54,14657,1618629,46838865.6,6843.8925766,0.0042282034,46838865.6,11258.203289,17993,1992244,18122862,4257.0954887,0.0021368344,18122862,7002.9220789,0.8124652402,0.0048762562
2014,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,123,13505,2138175.45,1462.2501325,0.1082747229,2138175.45,2405.401468,503,52389,3461280.05,1860.4515715,0.0355122558,3461280.05,3060.4428352,0.2577831224,0.0433744388
2014,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,327,39996,3589633.1,1894.6327085,0.0473705548,3589633.1,3116.6708054,510,58197,2153072.5,1467.3351696,0.0252132441,2153072.5,2413.766354,0.6872519202,0.0453377783
2014,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,2771,296014,10571314.6,3251.3558095,0.0109837907,10571314.6,5348.4803066,3565,379546,895850.05,946.49355518,0.0024937519,895850.05,1556.9818983,0.7799160049,0.0137237857
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,205,20527,1848920.5,1359.7501609,0.0662420305,1848920.5,2236.7890146,616,62020,2697995.85,1642.5577159,0.0264843231,2697995.85,2702.0074426,0.3309738794,0.0330576426
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,527,58484,3502394.5,1871.468541,0.0319996673,3502394.5,3078.56575,780,81222,2382214.6,1543.4424511,0.0190027634,2382214.6,2538.9628321,0.7200512177,0.0304961266
2014,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,3048,339262,12139081.35,3484.1184466,0.0102696985,12139081.35,5731.3748447,3906,432931,2343230.5,1530.7614118,0.0035358092,2343230.5,2518.1025225,0.7836398872,0.0124291552
2014,15980,"Cape Coral-Fort Myers, FL",16-19,89,8017,919447.6,958.87830302,0.1196056259,919447.6,1577.3548085,304,30927,1904694,1380.1065176,0.0446246489,1904694,2270.2752215,0.2592233324,0.0473197181
2014,15980,"Cape Coral-Fort Myers, FL",20-24,196,26555,2552161.5,1597.5485908,0.0601599921,2552161.5,2627.9674319,270,36123,1172850.9,1082.9824098,0.0299804116,1172850.9,1781.5060642,0.7351272043,0.0630731826
2014,15980,"Cape Coral-Fort Myers, FL",25-54,1581,168748,10620606.75,3258.9272391,0.0193123903,10620606.75,5360.9353084,2058,222687,2193054.3,1480.8964515,0.0066501253,2193054.3,2436.0746627,0.7577811008,0.0226015777
2014,16700,"Charleston-North Charleston, SC",16-19,81,9925,1447082.25,1202.947318,0.12120376,1447082.25,1978.8483382,317,36849,1942326.55,1393.6737602,0.0378212098,1942326.55,2292.5933356,0.2693424516,0.0510200593
2014,16700,"Charleston-North Charleston, SC",20-24,267,34644,3665294.45,1914.4958736,0.0552619753,3665294.45,3149.3457121,401,49355,2210612.05,1486.8127152,0.0301248651,2210612.05,2445.8069165,0.701934961,0.0534953364
2014,16700,"Charleston-North Charleston, SC",25-54,2023,239670,8317161.65,2883.948968,0.0120329994,8317161.65,4744.0960524,2530,297439,2514285.2,1585.6497722,0.0053310083,2514285.2,2608.3938752,0.8057786639,0.0142990958
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,373,41280,4033674.85,2008.401068,0.0486531266,4033674.85,3303.8197569,1178,125922,8416165.7,2901.062857,0.0230385704,8416165.7,4772.2483997,0.327821985,0.0231090359
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,872,102200,7143583.85,2672.7483701,0.0261521367,7143583.85,4396.6710689,1302,151476,5976555.6,2444.6994907,0.016139187,5976555.6,4021.5306623,0.674694341,0.0228391337
2014,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,7292,795086,43568207.35,6600.6217397,0.0083017708,43568207.35,10858.022762,9274,1016777,13055968.55,3613.304381,0.0035536842,13055968.55,5943.8857068,0.7819669406,0.0096510091
