YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2010,40380,"Rochester, NY",25-54,256,26416,4167251.15,2041.3846159,0.0772783395,4167251.15,3358.0776931,3564,347543,7270478.15,2696.3824191,0.0077584138,7270478.15,4435.5490794,0.0760078609,0.0096135192
2010,40900,"Sacramento--Roseville--Arden-Arcade, CA",16-19,157,19615,3852884.7,1962.876639,0.100070183,3852884.7,3228.9320712,405,47480,4852910.4,2202.9322277,0.0463970562,4852910.4,3623.8235146,0.4131213142,0.0602548765
2010,40900,"Sacramento--Roseville--Arden-Arcade, CA",20-24,169,22116,3426335.05,1851.0362098,0.0836966997,3426335.05,3044.9545651,875,106007,14923536.65,3863.099358,0.036441927,14923536.65,6354.798444,0.2086277321,0.0258584274
2010,40900,"Sacramento--Roseville--Arden-Arcade, CA",25-54,730,86198,14419087,3797.2472924,0.0440526148,14419087,6246.4717961,6572,717185,23071200.05,4803.2489057,0.0066973639,23071200.05,7901.3444499,0.1201893514,0.0086084638
2010,41180,"St. Louis, MO-IL",16-19,140,18247,4201655.6,2049.7940384,0.1123359477,4201655.6,3371.9111932,576,71634,7540865.05,2746.0635553,0.0383346394,7540865.05,4517.2745485,0.2547254097,0.044245806
2010,41180,"St. Louis, MO-IL",20-24,199,26051,4732777.1,2175.4946794,0.083509066,4732777.1,3578.6887476,1119,140703,6312267.6,2512.4226555,0.0178562124,6312267.6,4132.9352683,0.1851488597,0.0248461073
2010,41180,"St. Louis, MO-IL",25-54,739,90068,8180455.7,2860.149594,0.0317554469,8180455.7,4704.9460821,8418,954869,23955974.65,4894.4841046,0.0051258174,23955974.65,8051.426352,0.0943249807,0.0048627069
2010,41620,"Salt Lake City, UT",16-19,62,8533,1468293,1211.7314059,0.1420053212,1468293,1993.2981627,250,31958,3111005.35,1763.8042267,0.0551913207,3111005.35,2901.4579529,0.2670066963,0.0574688753
2010,41620,"Salt Lake City, UT",20-24,60,8980,1670190.1,1292.3583481,0.1439151835,1670190.1,2125.9294827,512,66485,2703018.75,1644.0859923,0.0247286755,2703018.75,2704.5214573,0.1350680605,0.0315004951
2010,41620,"Salt Lake City, UT",25-54,250,32843,5250214.6,2291.3346766,0.0697663026,5250214.6,3769.2455429,3236,363136,11335819.75,3366.8709138,0.0092716528,11335819.75,5538.5026532,0.0904426992,0.0102876398
2010,41700,"San Antonio-New Braunfels, TX",16-19,139,15858,2570948,1603.4176,0.1011109598,2570948,2637.621952,446,47739,5956417.75,2440.5773395,0.0511233444,5956417.75,4014.7497235,0.3321812355,0.0476681691
2010,41700,"San Antonio-New Braunfels, TX",20-24,137,17055,2244573.8,1498.1901748,0.0878446306,2244573.8,2464.5228376,823,108103,7514263.75,2741.2157431,0.0253574438,7514263.75,4509.2998973,0.1577662045,0.0218274277
2010,41700,"San Antonio-New Braunfels, TX",25-54,422,49130,8026672.35,2833.1382511,0.0576661561,8026672.35,4660.5124231,6413,698399,18405332,4290.1435873,0.0061428261,18405332,7057.2862012,0.070346607,0.0066351681
2010,41740,"San Diego-Carlsbad, CA",16-19,154,15346,2170648.2,1473.3119833,0.0960062546,2170648.2,2423.5982125,518,52656,5940540.05,2437.3223115,0.0462876465,5940540.05,4009.3952024,0.2914387724,0.0403242088
2010,41740,"San Diego-Carlsbad, CA",20-24,232,27657,3928753,1982.1082211,0.0716675063,3928753,3260.5680236,1313,161836,15207681.2,3899.7027066,0.0240966331,15207681.2,6415.0109524,0.1708952273,0.0189743913
2010,41740,"San Diego-Carlsbad, CA",25-54,939,104066,16735953.85,4090.9600157,0.0393112065,16735953.85,6729.6292258,9758,1037692,53230913.95,7295.9518879,0.0070309416,53230913.95,12001.840856,0.1002860194,0.0063806206
2010,41860,"San Francisco-Oakland-Hayward, CA",16-19,188,20661,3022088.4,1738.4154854,0.084139949,3022088.4,2859.6934735,549,60862,4202789.35,2050.070572,0.0336839173,4202789.35,3372.3660909,0.3394729059,0.043057043
2010,41860,"San Francisco-Oakland-Hayward, CA",20-24,274,32832,5090939.45,2256.3110269,0.0687229236,5090939.45,3711.6316392,1618,189663,11688737.65,3418.8795899,0.0180260757,11688737.65,5624.0569253,0.1731070372,0.0188844065
2010,41860,"San Francisco-Oakland-Hayward, CA",25-54,1384,155557,31539238.85,5615.9806668,0.0361023976,31539238.85,9238.2881969,15007,1646745,63818998.3,7988.679384,0.004851194,63818998.3,13141.377587,0.0944633201,0.0055591511
2010,41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,48,5619,863835.65,929.42759266,0.1654080072,863835.65,1528.9083899,202,21754,2564109.5,1601.2837038,0.073608702,2564109.5,2634.1116927,0.2582973246,0.0629389711
2010,41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,110,13618,2958389.95,1719.9970785,0.1263032074,2958389.95,2829.3951941,671,80356,5846024.3,2417.85531,0.030089294,5846024.3,3977.3719849,0.1694708547,0.0341969855
2010,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-54,618,64953,7282816.75,2698.6694407,0.0415480338,7282816.75,4439.3112299,6640,677357,18710256.05,4325.5353484,0.0063859019,18710256.05,7115.5056481,0.0958918266,0.006475997
2010,42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,39,3385,528528.7,726.99979367,0.2147709878,528528.7,1195.9146606,187,15011,1593546.95,1262.357695,0.0840955096,1593546.95,2076.5784082,0.225501299,0.0733078726
2010,42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,45,4010,828278.4,910.0980167,0.2269571114,828278.4,1497.1112375,302,32605,2714307.35,1647.5155083,0.0505295356,2714307.35,2710.1630111,0.1229872719,0.0447641506
2010,42540,"Scranton--Wilkes-Barre--Hazleton, PA",25-54,195,19070,3123669,1767.3904492,0.0926791006,3123669,2907.357289,2261,199510,6612597.85,2571.4972001,0.0128890642,6612597.85,4230.1128941,0.0955841812,0.0144308776
2010,42660,"Seattle-Tacoma-Bellevue, WA",16-19,162,16391,2448767.35,1564.8537791,0.0954703056,2448767.35,2574.1844666,576,59282,7952694.7,2820.0522513,0.0475701267,7952694.7,4638.9859534,0.2764920212,0.0376483962
2010,42660,"Seattle-Tacoma-Bellevue, WA",20-24,243,30874,4628803.65,2151.4654657,0.069685349,4628803.65,3539.160691,1389,169879,12791829.5,3576.5667196,0.021053613,12791829.5,5883.4522538,0.1817411216,0.0198598469
2010,42660,"Seattle-Tacoma-Bellevue, WA",25-54,989,117649,13521261.45,3677.1267928,0.031255062,13521261.45,6048.8735741,12012,1289378,37770939.35,6145.8066476,0.0047664895,37770939.35,10109.851935,0.0912447707,0.0046364371
2010,44060,"Spokane-Spokane Valley, WA",16-19,30,3530,477151.1,690.76124674,0.1956830727,477151.1,1136.3022509,131,12119,1088535.15,1043.3288791,0.086090344,1088535.15,1716.2760061,0.2912781583,0.084200506
2010,44060,"Spokane-Spokane Valley, WA",20-24,28,3691,681090.8,825.28225475,0.2235931332,681090.8,1357.5893091,229,29598,1883920.25,1372.5597437,0.0463733949,1883920.25,2257.8607784,0.1247043719,0.0448702602
2010,44060,"Spokane-Spokane Valley, WA",25-54,134,13820,2667248.25,1633.1712249,0.1181744736,2667248.25,2686.566665,1420,148738,6657348.5,2580.1838113,0.017347173,6657348.5,4244.4023696,0.0929150587,0.0178667439
2010,44140,"Springfield, MA",16-19,46,4665,410556.95,640.74718103,0.1373520217,410556.95,1054.0291128,183,16732,1663292.3,1289.6869,0.0770790641,1663292.3,2121.5349505,0.2788070763,0.0521404552
2010,44140,"Springfield, MA",20-24,58,6168,723218.3,850.42242445,0.137876528,723218.3,1398.9448882,325,33866,2590058.8,1609.3659621,0.047521584,2590058.8,2647.4070077,0.1821295695,0.0387770688
2010,44140,"Springfield, MA",25-54,169,18808,1766483.4,1329.0911933,0.0706662693,1766483.4,2186.3550129,1846,187252,4569766.6,2137.701242,0.0114161731,4569766.6,3516.5185431,0.1004421849,0.0115226327
2010,44700,"Stockton-Lodi, CA",16-19,57,7689,1463542.55,1209.7696268,0.1573377067,1463542.55,1990.0710361,137,16821,2568814.95,1602.7523046,0.0952828194,2568814.95,2636.5275411,0.4571071874,0.0941469523
2010,44700,"Stockton-Lodi, CA",20-24,82,7483,711543.6,843.5304381,0.1127262379,711543.6,1387.6075707,349,35932,2581028.2,1606.5578732,0.0447110618,2581028.2,2642.7877014,0.2082544807,0.0354500609
2010,44700,"Stockton-Lodi, CA",25-54,323,36523,4039572.9,2009.8688763,0.0550302241,4039572.9,3306.2343015,2004,220199,7412428.45,2722.5775379,0.0123641685,7412428.45,4478.6400499,0.1658636052,0.0146308694
2010,45060,"Syracuse, NY",16-19,39,3144,348487,590.327875,0.187763319,348487,971.08935437,164,15141,2158382.75,1469.143543,0.0970308132,2158382.75,2416.7411283,0.2076481078,0.0549086608
2010,45060,"Syracuse, NY",20-24,46,4846,583038.55,763.56961045,0.1575669852,583038.55,1256.0720092,294,33459,2968354.5,1722.8913198,0.0514926124,2968354.5,2834.1562211,0.1448339759,0.035479431
2010,45060,"Syracuse, NY",25-54,169,16203,2277247.4,1509.0551348,0.0931343044,2277247.4,2482.3956968,2290,206770,7227587.7,2688.4173225,0.0130019699,7227587.7,4422.4464955,0.0783624317,0.0118880226
2010,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,161,16189,1628038.25,1275.9460216,0.0788156169,1628038.25,2098.9312055,509,50396,4350375.55,2085.7553907,0.0413873202,4350375.55,3431.0676178,0.3212358124,0.0354443837
2010,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,217,26014,2892972.7,1700.8740988,0.0653830283,2892972.7,2797.9378925,1145,134369,8435769.45,2904.4396103,0.0216153995,8435769.45,4777.803159,0.1936012027,0.0196519733
2010,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,1012,106848,19337779.85,4397.474258,0.0411563554,19337779.85,7233.8451545,9246,917919,25203214.1,5020.280281,0.0054691975,25203214.1,8258.3610623,0.1164024277,0.0078108072
2010,45780,"Toledo, OH",16-19,64,8584,1721108.95,1311.91042,0.152832062,1721108.95,2158.0926408,166,20087,3231737.9,1797.7035073,0.0894958683,3231737.9,2957.2222694,0.4273410664,0.0870899915
2010,45780,"Toledo, OH",20-24,48,6759,1568826.8,1252.5281634,0.1853126444,1568826.8,2060.4088287,291,35083,3626447.65,1904.32341,0.0542805179,3626447.65,3132.6120095,0.1926574124,0.0561536162
2010,45780,"Toledo, OH",25-54,209,24298,3289237.55,1813.6255264,0.0746409386,3289237.55,2983.4139909,1939,199655,3550406.3,1884.2521859,0.0094375407,3550406.3,3099.5948458,0.1216999324,0.0148229204
2010,46060,"Tucson, AZ",16-19,75,7186,663633,814.63672886,0.1133644209,663633,1340.077419,217,20836,1618261.5,1272.1090755,0.0610534208,1618261.5,2092.6194292,0.3448838549,0.0541914451
2010,46060,"Tucson, AZ",20-24,89,9864,1207958.35,1099.0715855,0.1114225046,1207958.35,1807.9727581,461,52049,3731526.25,1931.7158823,0.0371134101,3731526.25,3177.6726264,0.1895137274,0.0327524127
2010,46060,"Tucson, AZ",25-54,303,29781,4569519.75,2137.643504,0.0717787685,4569519.75,3516.423564,3012,295647,10003241.7,3162.7901764,0.0106978599,10003241.7,5202.7898402,0.1007316157,0.0117611529
2010,46140,"Tulsa, OK",16-19,56,6119,1012392.3,1006.1770719,0.1644348867,1012392.3,1655.1612833,221,24708,2344493.15,1531.1737818,0.0619707699,2344493.15,2518.780871,0.2476525822,0.062049502
2010,46140,"Tulsa, OK",20-24,54,6753,929250.5,963.97640013,0.142747875,929250.5,1585.7411782,445,59682,4335692.9,2082.2326719,0.0348887884,4335692.9,3425.2727453,0.1131496934,0.0257640395
2010,46140,"Tulsa, OK",25-54,203,25903,4210636.8,2051.9836257,0.0792179912,4210636.8,3375.5130642,2787,333976,13699363,3701.265054,0.0110824282,13699363,6088.5810138,0.0775594654,0.0100076594
2010,46520,"Urban Honolulu, HI",16-19,38,3556,405990,637.17344577,0.1791826338,405990,1048.1503183,165,15394,1951020.55,1396.7893721,0.0907359603,1951020.55,2297.7185171,0.2309990906,0.0587128721
2010,46520,"Urban Honolulu, HI",20-24,43,5581,1001440.1,1000.719791,0.1793083302,1001440.1,1646.1840561,409,48513,5121409.5,2263.0531368,0.0466483857,5121409.5,3722.72241,0.1150413291,0.032764408
2010,46520,"Urban Honolulu, HI",25-54,178,17715,2357044.2,1535.2668172,0.0866647935,2357044.2,2525.5139143,2927,314462,11227619.8,3350.7640621,0.0106555452,11227619.8,5512.0068822,0.0563343107,0.0079702861
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,95,10794,1298323.5,1139.439994,0.1055623489,1298323.5,1874.3787902,350,38548,4301443.75,2073.9922252,0.053802849,4301443.75,3411.7172104,0.2800145273,0.0418348527
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,109,13767,2106804.05,1451.4833964,0.1054320764,2106804.05,2387.6901871,667,93755,10913039.45,3303.4889814,0.0352353366,10913039.45,5434.2393743,0.1468401685,0.0240030261
2010,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,338,37437,5149714.5,2269.2982395,0.0606164554,5149714.5,3732.9956041,5080,538874,25238023.85,5023.7459978,0.0093226728,25238023.85,8264.0621663,0.0694726411,0.00684498
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,274,31875,4276605.85,2067.9956117,0.0648782937,4276605.85,3401.8527812,909,103151,11606069.2,3406.7681459,0.0330270007,11606069.2,5604.1336,0.3090130004,0.0283863319
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,344,43971,6751318.95,2598.330031,0.0590919022,6751318.95,4274.252901,2269,270404,15285703.45,3909.6935238,0.0144587119,15285703.45,6431.4458466,0.1626122395,0.0153264386
2010,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,1219,141700,19973775.25,4469.202977,0.031539894,19973775.25,7351.8388972,20283,2195678,48577070.3,6969.7252672,0.003174293,48577070.3,11465.198065,0.0645358746,0.0033313219
2010,48620,"Wichita, KS",16-19,27,3909,711068.4,843.24871776,0.215719805,711068.4,1387.1441407,118,15588,1877412,1370.1868486,0.0879001058,1877412,2253.9573659,0.2507698229,0.0812653098
2010,48620,"Wichita, KS",20-24,36,4810,1177898.9,1085.3105086,0.2256362804,1177898.9,1785.3357866,245,34446,2506556.6,1583.2108514,0.0459621103,2506556.6,2604.3818506,0.139638855,0.0507432876
2010,48620,"Wichita, KS",25-54,127,17609,3618503.9,1902.2365521,0.1080263815,3618503.9,3129.1791281,1615,204741,5440154.9,2332.4139641,0.0113920219,5440154.9,3836.820971,0.0860062225,0.0151983763
2010,49180,"Winston-Salem, NC",16-19,33,3214,571764.8,756.15130761,0.2352679862,571764.8,1243.868901,107,11208,1398014.25,1182.3765263,0.1054939799,1398014.25,1945.0093858,0.2867594575,0.0991980343
2010,49180,"Winston-Salem, NC",20-24,38,5015,788827.85,888.15981107,0.1771006602,788827.85,1461.0228892,216,27623,2263993.45,1504.6572533,0.0544711745,2263993.45,2475.1611817,0.1815516055,0.0503276113
2010,49180,"Winston-Salem, NC",25-54,206,21710,2832560.1,1683.0211229,0.0775228523,2832560.1,2768.5697471,2049,217950,5951554.85,2439.5808759,0.0111933052,5951554.85,4013.1105408,0.0996100023,0.0125696658
2010,49340,"Worcester, MA-CT",16-19,64,6868,1003901.1,1001.9486514,0.1458865247,1003901.1,1648.2055315,235,23196,1891836.2,1375.4403658,0.0592964462,1891836.2,2262.5994018,0.296085532,0.0649213904
2010,49340,"Worcester, MA-CT",20-24,51,5758,867561.95,931.43005642,0.1617627746,867561.95,1532.2024428,384,42369,3438207.1,1854.2403027,0.0437640799,3438207.1,3050.2252979,0.1359012486,0.0348146664
2010,49340,"Worcester, MA-CT",25-54,280,30894,3963957.05,1990.9688722,0.0644451632,3963957.05,3275.1437947,2815,290635,14154075.15,3762.1902065,0.0129447252,14154075.15,6188.8028897,0.1062982779,0.0110392534
2010,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,49,5382,641221.4,800.76301113,0.1487853978,641221.4,1317.2551533,149,13300,1091019.75,1044.5189084,0.0785352563,1091019.75,1718.2336043,0.4046616541,0.0841203372
2010,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,46,5179,592742.1,769.8974607,0.1486575518,592742.1,1266.4813229,215,24399,1067072.7,1032.9921103,0.0423374774,1067072.7,1699.2720215,0.2122627977,0.0497574889
2010,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,179,17632,2479716.55,1574.7115768,0.0893098671,2479716.55,2590.4005438,1780,171168,4661193.65,2158.9797706,0.0126132208,4661193.65,3551.5217227,0.1030099084,0.0149819856
2011,0,_US total,16-19,18300,1902747,318157436.65,17836.968258,0.0093743247,318157436.65,29341.812785,64101,6478270,856297509.55,29262.561568,0.0045170333,856297509.55,48136.91378,0.2937122102,0.0039687828
2011,0,_US total,20-24,22067,2676301,513223481.1,22654.436234,0.0084648312,513223481.1,37266.547606,132284,15855663,1185510565.5,34431.244031,0.0021715424,1185510565.5,56639.39643,0.1687914911,0.0022717057
2011,0,_US total,25-54,81036,9152572,1702985504,41267.244928,0.004508814,1702985504,67884.617907,944786,103131890,3958423630.5,62916.004566,0.0006100538,3958423630.5,103496.82751,0.088746284,0.0006521782
2011,10420,"Akron, OH",16-19,56,6470,714449.35,845.25105738,0.1306415854,714449.35,1390.4379894,175,18736,2085269.95,1444.0463808,0.0770733551,2085269.95,2375.4562965,0.345324509,0.0599212442
2011,10420,"Akron, OH",20-24,58,7506,1422991.6,1192.8921158,0.158925142,1422991.6,1962.3075305,355,42708,3219948.25,1794.4214249,0.0420160491,3219948.25,2951.8232439,0.1757516156,0.0443122559
2011,10420,"Akron, OH",25-54,167,22954,4112142.8,2027.8419071,0.0883437269,4112142.8,3335.7999371,1937,231267,5789444.8,2406.1265137,0.0104041066,5789444.8,3958.0781151,0.0992532441,0.0143236448
2011,10580,"Albany-Schenectady-Troy, NY",16-19,46,5442,1055385.6,1027.3196192,0.1887761153,1055385.6,1689.9407736,238,22488,2395935.65,1547.8810193,0.0688314221,2395935.65,2546.2642768,0.2419957311,0.0699750809
2011,10580,"Albany-Schenectady-Troy, NY",20-24,44,6325,1522764.85,1234.0035859,0.1950993812,1522764.85,2029.9358988,374,47306,2791088.35,1670.6550661,0.0353159233,2791088.35,2748.2275838,0.1337039699,0.0422018776
2011,10580,"Albany-Schenectady-Troy, NY",25-54,161,17986,2809248.4,1676.0812629,0.0931881054,2809248.4,2757.1536775,2657,293933,9952823.95,3154.8096535,0.0107330911,9952823.95,5189.6618801,0.0611908156,0.0093177864
2011,10740,"Albuquerque, NM",16-19,63,6114,1134731.15,1065.2376026,0.1742292448,1134731.15,1752.3158563,173,19103,2705626.85,1644.8789773,0.0861057937,2705626.85,2705.8259177,0.3200544417,0.0797446986
2011,10740,"Albuquerque, NM",20-24,49,7065,1521197.7,1233.3684364,0.1745744425,1521197.7,2028.8910779,286,42215,4293709.05,2072.1266974,0.0490850811,4293709.05,3408.6484172,0.1673575743,0.0461220314
2011,10740,"Albuquerque, NM",25-54,219,27035,4303981,2074.6038176,0.0767377036,4303981,3412.72328,2314,285535,15054422.05,3880.0028415,0.0135885368,15054422.05,6382.6046743,0.0946819129,0.0117631519
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,33,4348,804002.55,896.6618928,0.2062239864,804002.55,1475.0088137,190,24043,3431407.65,1852.4059085,0.0770455396,3431407.65,3047.2077196,0.1808426569,0.056906482
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,38,4538,867344.8,931.31348106,0.2052255357,867344.8,1532.0106763,301,35770,3741817.95,1934.3779233,0.0540782198,3741817.95,3182.0516838,0.1268660889,0.0413157915
2011,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,153,19981,5016425.4,2239.7377972,0.1120933786,5016425.4,3684.3686763,2100,275778,13597191.8,3687.4370232,0.013371034,13597191.8,6065.8339031,0.0724532051,0.0132645192
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,266,35997,6662878.3,2581.2551792,0.0717075084,6662878.3,4246.1647697,710,97593,14432032.3,3798.9514738,0.038926475,14432032.3,6249.2751743,0.3688481756,0.03654005
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,342,51882,11986327.2,3462.127554,0.0667308036,11986327.2,5695.1998263,1593,244661,22550718,4748.7596275,0.0194095488,22550718,7811.7095873,0.2120566825,0.0222714921
2011,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,1387,203108,56586524.6,7522.4015181,0.037036461,56586524.6,12374.350497,13715,1934994,74753181.95,8645.9922479,0.0044682269,74753181.95,14222.657248,0.1049657002,0.0063483226
2011,12260,"Augusta-Richmond County, GA-SC",16-19,24,2958,508221.6,712.89662645,0.241006297,508221.6,1172.7149505,80,7674,807833.85,898.79577769,0.1171222019,807833.85,1478.5190543,0.3854573886,0.1335578732
2011,12260,"Augusta-Richmond County, GA-SC",20-24,45,4584,619032.2,786.78599377,0.1716374332,619032.2,1294.2629598,200,21949,1570567.45,1253.2228254,0.0570970352,1570567.45,2061.5515477,0.2088477835,0.0556084671
2011,12260,"Augusta-Richmond County, GA-SC",25-54,132,14351,2380030.95,1542.734893,0.1075001667,2380030.95,2537.7988989,1456,162718,8274172.95,2876.4862159,0.0176777383,8274172.95,4731.8198251,0.0881955285,0.0153839799
2011,12420,"Austin-Round Rock, TX",16-19,61,9052,1619152.35,1272.4591742,0.140572158,1619152.35,2093.1953416,222,28080,4491244.55,2119.2556594,0.0754720676,4491244.55,3486.1755598,0.3223646724,0.0628891133
2011,12420,"Austin-Round Rock, TX",20-24,101,13057,2301684.4,1517.1303174,0.1161928711,2301684.4,2495.6793721,810,110032,9251134.5,3041.5677701,0.0276425746,9251134.5,5003.3789818,0.1186654791,0.0220301914
2011,12420,"Austin-Round Rock, TX",25-54,325,45966,12164893.85,3487.8207881,0.075878275,12164893.85,5737.4651964,5577,701936,25866209.6,5085.8833648,0.0072455087,25866209.6,8366.278135,0.0654846026,0.0081364227
2011,12540,"Bakersfield, CA",16-19,74,7854,830861.85,911.51623683,0.1160575804,830861.85,1499.4442096,166,19149,2264030.75,1504.6696481,0.0785769308,2264030.75,2475.1815712,0.4101519662,0.0576267569
2011,12540,"Bakersfield, CA",20-24,77,10284,2125224.25,1457.8148888,0.141755629,2125224.25,2398.1054921,366,47197,5081367.65,2254.1889118,0.0477612753,5081367.65,3708.1407599,0.2178952052,0.0478396987
2011,12540,"Bakersfield, CA",25-54,259,33068,5214481,2283.523812,0.0690553953,5214481,3756.3966708,2109,248938,10871423.35,3297.1841547,0.0132450014,10871423.35,5423.8679345,0.1328362886,0.0148095255
2011,12580,"Baltimore-Columbia-Towson, MD",16-19,155,16517,2332141,1527.1348991,0.0924583701,2332141,2512.136909,564,56488,6414764.5,2532.7385376,0.0448367536,6414764.5,4166.3548944,0.2923983855,0.0388929151
2011,12580,"Baltimore-Columbia-Towson, MD",20-24,196,22943,3214014.45,1792.7672604,0.0781400541,3214014.45,2949.1021434,1237,141467,8225814.9,2868.0681477,0.020273761,8225814.9,4717.972103,0.1621791655,0.020132691
2011,12580,"Baltimore-Columbia-Towson, MD",25-54,644,77833,15631778.95,3953.7044591,0.050797277,15631778.95,6503.8438352,8542,942517,27136222.55,5209.2439519,0.0055269496,27136222.55,8569.2063008,0.0825799429,0.0068595388
2011,12940,"Baton Rouge, LA",16-19,52,6336,952164.1,975.78896284,0.1540070964,952164.1,1605.1728439,159,21240,2876238.7,1695.9477291,0.0798468799,2876238.7,2789.8340144,0.2983050847,0.0646226008
2011,12940,"Baton Rouge, LA",20-24,47,8375,2304598.6,1518.0904453,0.1812645308,2304598.6,2497.2587825,301,53407,5221570.5,2285.0756005,0.0427860693,5221570.5,3758.9493628,0.1568146498,0.0454377382
2011,12940,"Baton Rouge, LA",25-54,153,21902,4627604.75,2151.1868236,0.0982187391,4627604.75,3538.7023248,1971,275810,8616874.2,2935.4512771,0.0106430197,8616874.2,4828.8173508,0.0794097386,0.0127546692
2011,13820,"Birmingham-Hoover, AL",16-19,50,5617,1073307.75,1036.0056708,0.1844411022,1073307.75,1704.2293285,157,18138,2650055.3,1627.8990448,0.0897507468,2650055.3,2677.8939287,0.309681332,0.0820844839
2011,13820,"Birmingham-Hoover, AL",20-24,69,9440,2601942.85,1613.0538894,0.1708743527,2601942.85,2653.473648,366,48825,5733783.1,2394.5319167,0.0490431524,5733783.1,3939.0050029,0.193343574,0.052060077
2011,13820,"Birmingham-Hoover, AL",25-54,239,34317,5845367.15,2417.7194109,0.0704525282,5845367.15,3977.148431,2575,351909,19055031.2,4365.2068909,0.0124043627,19055031.2,7180.7653355,0.0975166876,0.0111250868
2011,14260,"Boise City, ID",16-19,44,6550,1047871.1,1023.6557527,0.156283321,1047871.1,1683.9137132,99,15518,2818451.5,1678.8244399,0.1081856193,2818451.5,2761.6662036,0.4220904756,0.0783106727
2011,14260,"Boise City, ID",20-24,30,6589,1812632.2,1346.3402987,0.2043315069,1812632.2,2214.7297914,153,30814,2775814.35,1666.0775342,0.0540688497,2775814.35,2740.6975438,0.2138313753,0.0693121576
2011,14260,"Boise City, ID",25-54,107,14506,3061754.9,1749.7871013,0.1206250587,3061754.9,2878.3997817,1232,198964,10664400.65,3265.6393937,0.0164132174,10664400.65,5371.9768027,0.0729076617,0.0143323878
2011,14460,"Boston-Cambridge-Newton, MA-NH",16-19,280,29142,4435756.2,2106.1235007,0.0722710693,4435756.2,3464.5731586,1258,123125,9672339.5,3110.0385046,0.025259196,9672339.5,5116.01334,0.2366862944,0.0263640723
2011,14460,"Boston-Cambridge-Newton, MA-NH",20-24,302,31686,3951214.7,1987.7662589,0.0627332658,3951214.7,3269.8754959,2512,245911,18437171.5,4293.8527571,0.0174610032,18437171.5,7063.3877855,0.1288514951,0.012771536
2011,14460,"Boston-Cambridge-Newton, MA-NH",25-54,1150,129365,22575208.65,4751.3375643,0.0367281534,22575208.65,7815.9502933,15925,1736637,63673919.55,7979.5939464,0.0045948543,63673919.55,13126.432042,0.0744916756,0.0044652653
2011,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,59,7944,1220842.75,1104.9175309,0.1390883095,1220842.75,1817.5893383,197,21867,1608396.65,1268.2257883,0.0579972465,1608396.65,2086.2314217,0.363287145,0.0755491927
2011,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,57,7568,1045303.6,1022.4008998,0.1350952563,1045303.6,1681.8494802,350,39316,2874536.55,1695.4458263,0.0431235585,2874536.55,2789.0083843,0.1924916065,0.0405397977
2011,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,228,26325,3958019.5,1989.4771926,0.0755736825,3958019.5,3272.6899819,2959,322697,8865964.15,2977.5768924,0.0092271601,8865964.15,4898.113988,0.0815780748,0.0100658052
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,74,7278,830502.35,911.31901659,0.1252155835,830502.35,1499.1197823,273,26148,2763254.05,1662.3038381,0.0635728866,2763254.05,2734.4898136,0.2783386875,0.0493932981
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,55,7178,1198145.05,1094.5981226,0.1524934693,1198145.05,1800.6139117,496,59268,3130874.15,1769.4276334,0.0298546877,3130874.15,2910.708457,0.1211108861,0.0297929623
2011,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,237,28769,4522614.6,2126.6439758,0.0739213729,4522614.6,3498.3293403,3302,367926,11864608.6,3444.5041153,0.0093619481,11864608.6,5666.2092696,0.0781923539,0.0094316795
