YEAR,Assigned_CBSA,Assigned_CBSATitle,age_recode,sample_n,UNEMP,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,UR,MOE_UR
2000,41700,"San Antonio-New Braunfels, TX",16-19,407,9332,,,,,,2071,46407,,,,,,0.2010903527,
2000,41700,"San Antonio-New Braunfels, TX",20-24,328,7863,,,,,,3409,80675,,,,,,0.0974651379,
2000,41700,"San Antonio-New Braunfels, TX",25-54,937,21363,,,,,,24045,542482,,,,,,0.0393801085,
2000,41740,"San Diego-Carlsbad, CA",16-19,717,15269,,,,,,3207,67261,,,,,,0.2270111952,
2000,41740,"San Diego-Carlsbad, CA",20-24,595,13302,,,,,,6637,145421,,,,,,0.0914723458,
2000,41740,"San Diego-Carlsbad, CA",25-54,2137,45040,,,,,,44549,948028,,,,,,0.0475091453,
2000,41860,"San Francisco-Oakland-Hayward, CA",16-19,596,12207,,,,,,4137,85188,,,,,,0.1432948303,
2000,41860,"San Francisco-Oakland-Hayward, CA",20-24,659,13935,,,,,,8547,181145,,,,,,0.0769273234,
2000,41860,"San Francisco-Oakland-Hayward, CA",25-54,2944,62137,,,,,,76742,1605106,,,,,,0.0387120851,
2000,41940,"San Jose-Sunnyvale-Santa Clara, CA",16-19,267,5207,,,,,,1940,39214,,,,,,0.1327842097,
2000,41940,"San Jose-Sunnyvale-Santa Clara, CA",20-24,257,5348,,,,,,3762,78553,,,,,,0.0680814227,
2000,41940,"San Jose-Sunnyvale-Santa Clara, CA",25-54,952,19997,,,,,,31646,653098,,,,,,0.030618682,
2000,42540,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,146,2578,,,,,,1011,17646,,,,,,0.1460954324,
2000,42540,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,145,2964,,,,,,1454,28459,,,,,,0.1041498296,
2000,42540,"Scranton--Wilkes-Barre--Hazleton, PA",25-54,482,7899,,,,,,11963,206815,,,,,,0.0381935546,
2000,42660,"Seattle-Tacoma-Bellevue, WA",16-19,608,12512,,,,,,3859,83613,,,,,,0.1496418021,
2000,42660,"Seattle-Tacoma-Bellevue, WA",20-24,505,11762,,,,,,6417,149419,,,,,,0.0787182353,
2000,42660,"Seattle-Tacoma-Bellevue, WA",25-54,2157,47078,,,,,,54234,1200871,,,,,,0.0392032117,
2000,44060,"Spokane-Spokane Valley, WA",16-19,204,4302,,,,,,759,15828,,,,,,0.2717968158,
2000,44060,"Spokane-Spokane Valley, WA",20-24,127,2888,,,,,,1031,23547,,,,,,0.1226483204,
2000,44060,"Spokane-Spokane Valley, WA",25-54,369,8044,,,,,,6848,144381,,,,,,0.0557137019,
2000,44140,"Springfield, MA",16-19,185,3951,,,,,,1053,21189,,,,,,0.1864646751,
2000,44140,"Springfield, MA",20-24,155,3256,,,,,,1589,34948,,,,,,0.093166991,
2000,44140,"Springfield, MA",25-54,369,7854,,,,,,9529,200741,,,,,,0.0391250417,
2000,44700,"Stockton-Lodi, CA",16-19,220,4438,,,,,,846,16739,,,,,,0.2651293387,
2000,44700,"Stockton-Lodi, CA",20-24,207,4302,,,,,,1287,26168,,,,,,0.1643992663,
2000,44700,"Stockton-Lodi, CA",25-54,682,13711,,,,,,8575,170225,,,,,,0.0805463357,
2000,45060,"Syracuse, NY",16-19,266,4496,,,,,,1178,19984,,,,,,0.224979984,
2000,45060,"Syracuse, NY",20-24,216,3971,,,,,,1711,30312,,,,,,0.1310042228,
2000,45060,"Syracuse, NY",25-54,570,9955,,,,,,12904,222005,,,,,,0.0448413324,
2000,45300,"Tampa-St. Petersburg-Clearwater, FL",16-19,521,11114,,,,,,3001,62326,,,,,,0.1783204441,
2000,45300,"Tampa-St. Petersburg-Clearwater, FL",20-24,442,9354,,,,,,4511,98049,,,,,,0.095401279,
2000,45300,"Tampa-St. Petersburg-Clearwater, FL",25-54,1370,28564,,,,,,38175,796119,,,,,,0.0358790583,
2000,45780,"Toledo, OH",16-19,253,5033,,,,,,1140,22306,,,,,,0.2256343585,
2000,45780,"Toledo, OH",20-24,192,4102,,,,,,1750,38686,,,,,,0.1060331903,
2000,45780,"Toledo, OH",25-54,434,9056,,,,,,10407,214776,,,,,,0.0421648601,
2000,46060,"Tucson, AZ",16-19,201,4220,,,,,,1128,24692,,,,,,0.1709055565,
2000,46060,"Tucson, AZ",20-24,171,3736,,,,,,2007,45284,,,,,,0.0825015458,
2000,46060,"Tucson, AZ",25-54,537,10959,,,,,,12518,269865,,,,,,0.0406091935,
2000,46140,"Tulsa, OK",16-19,221,4861,,,,,,1337,31736,,,,,,0.1531699017,
2000,46140,"Tulsa, OK",20-24,180,4305,,,,,,2109,53934,,,,,,0.0798197797,
2000,46140,"Tulsa, OK",25-54,525,12250,,,,,,13168,318887,,,,,,0.0384148617,
2000,46520,"Urban Honolulu, HI",16-19,170,3792,,,,,,856,18737,,,,,,0.202380317,
2000,46520,"Urban Honolulu, HI",20-24,179,4097,,,,,,1739,38379,,,,,,0.1067510878,
2000,46520,"Urban Honolulu, HI",25-54,669,14844,,,,,,12917,287767,,,,,,0.0515833991,
2000,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19,483,10461,,,,,,1997,43893,,,,,,0.2383295742,
2000,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24,482,9893,,,,,,3255,73984,,,,,,0.1337181012,
2000,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",25-54,865,18864,,,,,,22609,505611,,,,,,0.0373093149,
2000,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19,1017,22841,,,,,,5288,110420,,,,,,0.2068556421,
2000,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24,945,20693,,,,,,10428,225934,,,,,,0.091588694,
2000,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",25-54,2786,57632,,,,,,90522,1893368,,,,,,0.0304388793,
2000,48620,"Wichita, KS",16-19,126,2709,,,,,,788,18068,,,,,,0.1499335842,
2000,48620,"Wichita, KS",20-24,88,2218,,,,,,1062,27523,,,,,,0.0805871453,
2000,48620,"Wichita, KS",25-54,286,6863,,,,,,8091,192961,,,,,,0.0355667726,
2000,49180,"Winston-Salem, NC",16-19,113,2192,,,,,,741,14572,,,,,,0.1504254735,
2000,49180,"Winston-Salem, NC",20-24,117,2432,,,,,,1240,26802,,,,,,0.0907394971,
2000,49180,"Winston-Salem, NC",25-54,340,7272,,,,,,10481,212593,,,,,,0.0342062062,
2000,49340,"Worcester, MA-CT",16-19,177,3521,,,,,,1202,23135,,,,,,0.152193646,
2000,49340,"Worcester, MA-CT",20-24,167,3488,,,,,,1746,35658,,,,,,0.0978181614,
2000,49340,"Worcester, MA-CT",25-54,548,10408,,,,,,14899,279875,,,,,,0.0371880304,
2000,49660,"Youngstown-Warren-Boardman, OH-PA",16-19,170,3485,,,,,,861,16184,,,,,,0.2153361345,
2000,49660,"Youngstown-Warren-Boardman, OH-PA",20-24,137,2887,,,,,,1290,27116,,,,,,0.1064685057,
2000,49660,"Youngstown-Warren-Boardman, OH-PA",25-54,472,9470,,,,,,9981,196581,,,,,,0.0481735264,
2006,0,_US total,16-19,15852,1678646,366906193.6,19154.795577,0.0114108606,366906193.6,31509.638724,75592,7775395,1057880476.5,32525.074581,0.0041830768,1057880476.5,53503.747686,0.2158920544,0.0037703619
2006,0,_US total,20-24,13658,1719287,263872671.35,16244.158068,0.0094481946,263872671.35,26721.640022,124326,15488628,1841224649.7,42909.493701,0.002770387,1841224649.7,70586.117139,0.1110031825,0.0016494102
2006,0,_US total,25-54,46763,5320463,889607826.2,29826.294208,0.0056059584,889607826.2,49064.253973,978522,102882457,7168716626.9,84668.274028,0.0008229612,7168716626.9,139279.31078,0.0517139963,0.0004717295
2006,10420,"Akron, OH",16-19,47,5008,550809,742.16507598,0.1481959018,550809,1220.86155,202,19601,1471816.1,1213.1842811,0.0618939993,1471816.1,1995.6881425,0.2554971685,0.0565932672
2006,10420,"Akron, OH",20-24,31,3787,550266.1,741.7992316,0.1958804414,550266.1,1220.259736,302,37356,4473298.55,2115.0173876,0.0566178763,4473298.55,3479.2036027,0.1013759503,0.0312713968
2006,10420,"Akron, OH",25-54,121,15577,2280870.2,1510.2550116,0.0969541639,2280870.2,2484.369494,2295,251693,8502436.6,2915.8937909,0.0115851207,8502436.6,4796.6452861,0.0618888884,0.0097999141
2006,10580,"Albany-Schenectady-Troy, NY",16-19,41,4120,443223.5,665.75032858,0.1615898856,443223.5,1095.1592905,231,22670,2192098.6,1480.5737401,0.0653098253,2192098.6,2435.5438025,0.1817379797,0.0441872268
2006,10580,"Albany-Schenectady-Troy, NY",20-24,29,3471,530158.95,728.12014805,0.2097724425,530158.95,1197.7576435,372,46489,5409774.75,2325.8922481,0.0500310234,5409774.75,3826.0927482,0.0746628235,0.0250208207
2006,10580,"Albany-Schenectady-Troy, NY",25-54,120,14030,2556144.6,1598.7947335,0.1139554336,2556144.6,2630.0173367,2897,294084,10974019.1,3312.7057068,0.0112644881,10974019.1,5449.4008877,0.0477074577,0.008899282
2006,10740,"Albuquerque, NM",16-19,46,4437,597113.65,772.73129224,0.1741562525,597113.65,1271.1429757,199,21512,2523680.6,1588.6096437,0.0738476034,2523680.6,2613.2628639,0.2062569729,0.053514682
2006,10740,"Albuquerque, NM",20-24,40,4955,864608.4,929.84321259,0.1876575606,864608.4,1529.5920847,375,47084,4183295.75,2045.3106732,0.0434396116,4183295.75,3364.5360575,0.105237448,0.0316040822
2006,10740,"Albuquerque, NM",25-54,133,15097,2202979.5,1484.2437468,0.0983138204,2202979.5,2441.5809635,2552,274203,12820223.75,3580.5340035,0.013057968,12820223.75,5889.9784357,0.0550577492,0.008825393
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",16-19,24,2981,459595.85,677.93498951,0.2274186479,459595.85,1115.2030577,192,21032,2375843.4,1541.3771115,0.0732872343,2375843.4,2535.5653485,0.1417364017,0.0501953917
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",20-24,23,3424,634586.85,796.60959698,0.232654672,634586.85,1310.422787,271,37614,3178891.2,1782.9445308,0.0474010882,3178891.2,2932.9437532,0.0910299357,0.0341079566
2006,10900,"Allentown-Bethlehem-Easton, PA-NJ",25-54,106,12729,2105224.2,1450.9390752,0.1139868863,2105224.2,2386.7947787,2491,284960,18013158.3,4244.1911243,0.0148939891,18013158.3,6981.6943996,0.0446694273,0.008304085
2006,12060,"Atlanta-Sandy Springs-Roswell, GA",16-19,269,30421,6384103.7,2526.6783927,0.0830570459,6384103.7,4156.3859559,1029,113111,16096115.2,4011.9964108,0.0354695512,16096115.2,6599.7340957,0.2689482013,0.0332268274
2006,12060,"Atlanta-Sandy Springs-Roswell, GA",20-24,237,31427,5252209.7,2291.7699928,0.0729236005,5252209.7,3769.9616382,1887,241314,23959071.25,4894.80043,0.0202839472,23959071.25,8051.9467074,0.1302328087,0.0150061181
2006,12060,"Atlanta-Sandy Springs-Roswell, GA",25-54,826,103526,17501707.25,4183.5041831,0.0404101789,17501707.25,6881.8643812,17503,1947561,70258326.75,8382.0240247,0.004303857,70258326.75,13788.429521,0.0531567432,0.0035134828
2006,12260,"Augusta-Richmond County, GA-SC",16-19,23,1596,150691.45,388.18996638,0.243226796,150691.45,638.5724947,106,10116,1093384.15,1045.6501088,0.1033659657,1093384.15,1720.0944289,0.1577698695,0.0571409905
2006,12260,"Augusta-Richmond County, GA-SC",20-24,29,4101,815690.4,903.15580051,0.2202281884,815690.4,1485.6912918,198,22753,2358749.3,1535.8220274,0.0674997595,2358749.3,2526.4272352,0.1802399684,0.0621538408
2006,12260,"Augusta-Richmond County, GA-SC",25-54,92,9345,1006850.5,1003.4194038,0.1073750031,1006850.5,1650.6249193,1486,147639,6057139.9,2461.1257384,0.016669889,6057139.9,4048.5518396,0.0632962835,0.011044586
2006,12420,"Austin-Round Rock, TX",16-19,56,7219,1304514.15,1142.1532953,0.1582148906,1304514.15,1878.8421708,347,41554,5339126.4,2310.6549721,0.0556060782,5339126.4,3801.0274291,0.1737257544,0.0423299335
2006,12420,"Austin-Round Rock, TX",20-24,82,11776,1832709.6,1353.7760524,0.1149606023,1832709.6,2226.9616062,759,100020,9996833.8,3161.7770004,0.0316114477,9996833.8,5201.1231656,0.1177364527,0.021406863
2006,12420,"Austin-Round Rock, TX",25-54,208,27584,4668504.2,2160.6721639,0.0783306324,4668504.2,3554.3057097,5521,618174,24656603.65,4965.5416271,0.0080325954,24656603.65,8168.3159765,0.0446217408,0.0057193733
2006,12540,"Bakersfield, CA",16-19,59,6120,1087061.85,1042.6225827,0.1703631671,1087061.85,1715.1141486,200,22743,2601657.25,1612.9653592,0.0709213982,2601657.25,2653.3280159,0.2690937871,0.0685675709
2006,12540,"Bakersfield, CA",20-24,46,6233,1030584.6,1015.1771274,0.1628713505,1030584.6,1669.9663746,350,47086,4894087.25,2212.2584049,0.0469833582,4894087.25,3639.165076,0.1323748036,0.0339586025
2006,12540,"Bakersfield, CA",25-54,170,19788,2453361.55,1566.3210239,0.0791550952,2453361.55,2576.5980844,2161,238281,15308792.7,3912.6452305,0.0164202989,15308792.7,6436.3014042,0.0830448084,0.0105780517
2006,12580,"Baltimore-Columbia-Towson, MD",16-19,118,13644,1891166.2,1375.1967859,0.1007913212,1891166.2,2262.1987128,665,71728,5242201.9,2289.5855302,0.0319203872,5242201.9,3766.3681971,0.1902186036,0.0299151716
2006,12580,"Baltimore-Columbia-Towson, MD",20-24,108,15037,2349444.55,1532.7897932,0.1019345477,2349444.55,2521.4392097,1092,136593,8544254.85,2923.0557384,0.0213997477,8544254.85,4808.4266897,0.1100861684,0.018048137
2006,12580,"Baltimore-Columbia-Towson, MD",25-54,301,37948,9510619.7,3083.9292631,0.081267241,9510619.7,5073.0636379,8840,941078,40972660.7,6400.9890408,0.0068017625,40972660.7,10529.626972,0.0403239689,0.0053717799
2006,12940,"Baton Rouge, LA",16-19,51,7194,1519220.05,1232.5664485,0.1713325617,1519220.05,2027.5718078,184,24262,3726610.7,1930.4431357,0.0795665294,3726610.7,3175.5789582,0.2965130657,0.0740116793
2006,12940,"Baton Rouge, LA",20-24,27,3931,756596.05,869.82529855,0.2212732889,756596.05,1430.8626161,321,47581,7339985.85,2709.2408254,0.056939552,7339985.85,4456.7011578,0.082617011,0.0290594461
2006,12940,"Baton Rouge, LA",25-54,115,13752,3143538.25,1773.0026086,0.1289268913,3143538.25,2916.5892911,2163,255598,13279738.45,3644.1375454,0.0142573007,13279738.45,5994.6062622,0.0538032379,0.0113408598
2006,13820,"Birmingham-Hoover, AL",16-19,42,4901,664595.75,815.22742226,0.1663389966,664595.75,1341.0491096,183,21276,2767376,1663.5432065,0.07818872,2767376,2736.5285747,0.2303534499,0.0556335161
2006,13820,"Birmingham-Hoover, AL",20-24,37,5504,999941.65,999.97082457,0.1816807457,999941.65,1644.9520064,382,53539,6412602.85,2532.31176,0.0472984508,6412602.85,4165.6528453,0.1028035638,0.0296649153
2006,13820,"Birmingham-Hoover, AL",25-54,133,17086,2394154.8,1547.3056582,0.0905598536,2394154.8,2545.3178078,3117,346946,19109385.2,4371.4282792,0.0125997368,19109385.2,7190.9995192,0.0492468569,0.0072649974
2006,14260,"Boise City, ID",16-19,31,4010,594353.1,770.942994,0.1922551107,594353.1,1268.2012251,136,17174,1753375.2,1324.1507467,0.0771020582,1753375.2,2178.2279783,0.2334924886,0.0676457963
2006,14260,"Boise City, ID",20-24,10,1472,358862.9,599.05166722,0.4069644478,358862.9,985.43999258,220,28204,4396647.8,2096.8184948,0.0743447204,4396647.8,3449.2664239,0.0521911786,0.0343517665
2006,14260,"Boise City, ID",25-54,64,8698,1431377.1,1196.4017302,0.1375490607,1431377.1,1968.0808462,1558,192419,9775983.8,3126.6569687,0.0162492112,9775983.8,5143.3507135,0.0452034363,0.0101564799
2006,14460,"Boston-Cambridge-Newton, MA-NH",16-19,217,24524,3171600.05,1780.8986636,0.0726186048,3171600.05,2929.5783016,1144,120326,10398805.1,3224.7178326,0.0267998424,10398805.1,5304.6608347,0.2038129748,0.0226283504
2006,14460,"Boston-Cambridge-Newton, MA-NH",20-24,194,22748,2594738.45,1610.819186,0.0708114641,2594738.45,2649.797561,1847,227020,25865674.45,5085.8307532,0.022402567,25865674.45,8366.191589,0.1002026253,0.0110725651
2006,14460,"Boston-Cambridge-Newton, MA-NH",25-54,659,72584,10341400.15,3215.8047438,0.0443045953,10341400.15,5289.9988035,16065,1721511,99563108.9,9978.1315335,0.0057961474,99563108.9,16414.026373,0.0421629603,0.0030464713
2006,14860,"Bridgeport-Stamford-Norwalk, CT",16-19,37,3552,402258.15,634.23824388,0.1785580642,402258.15,1043.3219112,203,21087,2086047.3,1444.3155126,0.0684931717,2086047.3,2375.8990183,0.1684450135,0.045692191
2006,14860,"Bridgeport-Stamford-Norwalk, CT",20-24,29,3937,744978.2,863.12119659,0.2192332224,744978.2,1419.8343684,314,38825,4347437.45,2085.0509466,0.0537038235,4347437.45,3429.9088072,0.1014037347,0.0354559123
2006,14860,"Bridgeport-Stamford-Norwalk, CT",25-54,123,13695,2088089.65,1445.0223701,0.1055145944,2088089.65,2377.0617988,2850,313805,20633484.25,4542.4095203,0.0144752618,20633484.25,7472.2636609,0.043641752,0.0075033444
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",16-19,54,5208,741315.4,860.99674796,0.1653219562,741315.4,1416.3396504,300,32834,3246737.2,1801.8704726,0.0548781895,3246737.2,2964.0769274,0.1586160687,0.0406904497
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",20-24,42,5438,923416.4,960.94557598,0.176709374,923416.4,1580.7554725,484,64099,7268597.95,2696.0337442,0.042060465,7268597.95,4434.9755093,0.084837517,0.0239523977
2006,15380,"Buffalo-Cheektowaga-Niagara Falls, NY",25-54,185,21112,3827808.7,1956.478648,0.0926714024,3827808.7,3218.4073759,3543,371256,19056393.7,4365.3629517,0.0117583634,19056393.7,7181.0220555,0.056866421,0.0085989061
2006,15980,"Cape Coral-Fort Myers, FL",16-19,34,2781,347182.85,589.2222416,0.2118742329,347182.85,969.27058744,146,11341,945593.85,972.41650027,0.085743453,945593.85,1599.6251429,0.2452164712,0.0781547627
2006,15980,"Cape Coral-Fort Myers, FL",20-24,11,1957,448155.4,669.44409774,0.3420766979,448155.4,1101.2355408,201,23481,1206032.8,1098.1952468,0.0467695263,1206032.8,1806.5311809,0.0833439802,0.0464585958
2006,15980,"Cape Coral-Fort Myers, FL",25-54,46,4441,657819.5,811.06072522,0.1826302016,657819.5,1334.194893,1722,182205,7909984.55,2812.4694754,0.0154357426,7909984.55,4626.512287,0.0243736451,0.0072962924
2006,16700,"Charleston-North Charleston, SC",16-19,34,4044,1027184.3,1013.5010113,0.2506184499,1027184.3,1667.2091637,143,16417,2247711.25,1499.2368892,0.0913222202,2247711.25,2466.2446828,0.2463300238,0.0945717398
2006,16700,"Charleston-North Charleston, SC",20-24,26,3157,497618.15,705.42054833,0.2234464835,497618.15,1160.416802,273,29743,3376618.85,1837.5578494,0.0617811872,3376618.85,3022.7826623,0.1061426218,0.0374938417
2006,16700,"Charleston-North Charleston, SC",25-54,80,9351,1416159.1,1190.0248317,0.1272617722,1416159.1,1957.5908481,2080,216855,11190899.75,3345.28022,0.0154263458,11190899.75,5502.9859618,0.0431209795,0.0089606213
2006,16740,"Charlotte-Concord-Gastonia, NC-SC",16-19,107,13224,2733310.9,1653.2727845,0.125020628,2733310.9,2719.6337305,491,55286,6737693.6,2595.7067631,0.0469505257,6737693.6,4269.9376253,0.2391925623,0.0455914862
2006,16740,"Charlotte-Concord-Gastonia, NC-SC",20-24,78,9055,1423795.2,1193.2288967,0.1317756926,1423795.2,1962.8615351,750,93190,7508138.2,2740.0982099,0.0294033503,7508138.2,4507.4615553,0.097167078,0.0205319714
2006,16740,"Charlotte-Concord-Gastonia, NC-SC",25-54,335,39148,6408328.8,2531.4677166,0.0646640369,6408328.8,4164.2643937,6710,723925,28131688.35,5303.9314051,0.0073266311,28131688.35,8724.9671614,0.0540774251,0.0057153
2006,16860,"Chattanooga, TN-GA",16-19,29,3696,522993.75,723.18306811,0.1956664145,522993.75,1189.636147,113,12442,1286385.2,1134.1892258,0.0911581117,1286385.2,1865.7412765,0.2970583507,0.0846040606
2006,16860,"Chattanooga, TN-GA",20-24,19,1866,201905.8,449.33929274,0.2408034795,201905.8,739.16313656,187,24421,3302206.25,1817.1973613,0.0744112592,3302206.25,2989.2896594,0.0764096474,0.0287861686
2006,16860,"Chattanooga, TN-GA",25-54,82,11215,2290681.15,1513.4996366,0.1349531553,2290681.15,2489.7069022,1524,159069,8080099.2,2842.5515299,0.0178699277,8080099.2,4675.9972666,0.0705039951,0.0155139165
2006,16980,"Chicago-Naperville-Elgin, IL-IN-WI",16-19,516,63029,12298971.9,3506.9890077,0.0556408797,12298971.9,5768.9969176,1987,239631,34346438.35,5860.5834479,0.0244566999,34346438.35,9640.6597718,0.2630252346,0.0216242064
2006,16980,"Chicago-Naperville-Elgin, IL-IN-WI",20-24,425,63147,14439528.6,3799.9379732,0.0601760649,14439528.6,6250.8979659,3444,485527,74380021.65,8624.3852911,0.0177629365,74380021.65,14187.113804,0.1300586785,0.0123007845
2006,16980,"Chicago-Naperville-Elgin, IL-IN-WI",25-54,1622,211236,35175825.8,5930.9211595,0.0280772272,35175825.8,9756.3653073,27946,3408540,139342131.6,11804.326817,0.0034631622,139342131.6,19418.117614,0.0619725748,0.0028404728
2006,17140,"Cincinnati, OH-KY-IN",16-19,111,12751,1688800.85,1299.5387066,0.101916611,1688800.85,2137.7411724,528,57495,4979104.85,2231.3907883,0.0388101711,4979104.85,3670.6378467,0.2217758066,0.0343799538
2006,17140,"Cincinnati, OH-KY-IN",20-24,93,13383,2450191.8,1565.3088513,0.1169624786,2450191.8,2574.9330604,848,109965,13953482.25,3735.4360187,0.0339693177,13953482.25,6144.7922508,0.1217023598,0.0224066239
2006,17140,"Cincinnati, OH-KY-IN",25-54,278,37943,6843983.35,2616.1007913,0.0689481799,6843983.35,4303.4858016,6557,722485,34761648.95,5895.9010295,0.0081605861,34761648.95,9698.7571936,0.0525173533,0.0059146369
2006,17460,"Cleveland-Elyria, OH",16-19,164,18290,2445567.2,1563.8309372,0.0855019649,2445567.2,2572.5018916,612,62901,6846379.5,2616.5587133,0.0415980463,6846379.5,4304.2390833,0.2907743915,0.0357311089
2006,17460,"Cleveland-Elyria, OH",20-24,111,13545,2221061.6,1490.3226496,0.110027512,2221061.6,2451.5807586,792,101399,9908371.45,3147.7565741,0.0310432704,9908371.45,5178.0595644,0.133581199,0.0231953005
2006,17460,"Cleveland-Elyria, OH",25-54,374,45575,6883436.6,2623.6304237,0.0575673159,6883436.6,4315.8720469,6924,729411,33151090.75,5757.69839,0.007893627,33151090.75,9471.4138515,0.0624819203,0.0058610389
2006,17820,"Colorado Springs, CO",16-19,24,2398,264091.65,513.89848219,0.2143029534,264091.65,845.36300321,133,14630,1760848.6,1326.9697058,0.0907019621,1760848.6,2182.865166,0.1639097744,0.0523522258
2006,17820,"Colorado Springs, CO",20-24,30,2711,240702.95,490.61486932,0.1809719179,240702.95,807.06146003,253,29216,2480778.6,1575.0487611,0.0539104861,2480778.6,2590.9552121,0.092791621,0.0263697965
2006,17820,"Colorado Springs, CO",25-54,88,9558,1358799.1,1165.6753836,0.1219580858,1358799.1,1917.5360061,1926,205324,13122858.25,3622.5485849,0.017643084,13122858.25,5959.0924222,0.0465508172,0.0092408331
2006,17900,"Columbia, SC",16-19,19,2190,281860.65,530.90550007,0.2424226028,281860.65,873.33954761,145,13852,1261751.65,1123.277192,0.0810913364,1261751.65,1847.7909808,0.1580999134,0.0594159854
2006,17900,"Columbia, SC",20-24,40,4343,666610.95,816.46246086,0.1879950405,666610.95,1343.0807481,297,31567,4086540.1,2021.5192554,0.0640390045,4086540.1,3325.3991752,0.1375803846,0.0400023832
2006,17900,"Columbia, SC",25-54,75,8336,1174999.1,1083.9737543,0.1300352392,1174999.1,1783.1368258,2030,207616,8851322.4,2975.1172078,0.0143299033,8851322.4,4894.0678068,0.0401510481,0.0085363194
2006,18140,"Columbus, OH",16-19,88,9493,1395075.2,1181.1330154,0.1244214701,1395075.2,1942.9638103,445,46031,4352047.75,2086.1562142,0.0453206799,4352047.75,3431.7269723,0.2062305837,0.0393101077
2006,18140,"Columbus, OH",20-24,101,12745,2871515,1694.5545137,0.1329583769,2871515,2787.5421751,785,92019,8907703.5,2984.5776083,0.0324343626,8907703.5,4909.6301657,0.1385040046,0.0293779417
2006,18140,"Columbus, OH",25-54,270,31018,5532217.2,2352.0665807,0.0758290857,5532217.2,3869.1495252,5776,633487,24904922.5,4990.483193,0.0078777989,24904922.5,8209.3448525,0.0489639093,0.0060746522
2006,19100,"Dallas-Fort Worth-Arlington, TX",16-19,318,33734,4739076.25,2176.9419492,0.0645325769,4739076.25,3581.0695064,1386,146914,18063302.1,4250.0943637,0.0289291311,18063302.1,6991.4052282,0.2296173271,0.021788806
2006,19100,"Dallas-Fort Worth-Arlington, TX",20-24,259,38945,8145868.55,2854.0968011,0.0732853204,8145868.55,4694.9892378,2365,311118,26707982.5,5167.976635,0.0166109857,26707982.5,8501.3215646,0.1251775854,0.0146979448
2006,19100,"Dallas-Fort Worth-Arlington, TX",25-54,1002,117512,20358206.55,4512.0069315,0.0383961377,20358206.55,7422.2514023,20424,2255208,89128611.65,9440.7950751,0.0041862192,89128611.65,15530.107899,0.0521069453,0.0032715411
2006,19380,"Dayton, OH",16-19,40,4060,445844.05,667.71554572,0.1644619571,445844.05,1098.3920727,231,24650,2205837.2,1485.2061136,0.0602517693,2205837.2,2443.1640569,0.1647058824,0.0414614897
2006,19380,"Dayton, OH",20-24,41,5869,1217174.4,1103.2562712,0.1879802813,1217174.4,1814.8565662,358,44723,4657626.55,2158.1535047,0.0482560093,4657626.55,3550.1625153,0.1312300159,0.0392200659
2006,19380,"Dayton, OH",25-54,118,13823,1950971.65,1396.7718676,0.1010469412,1950971.65,2297.6897221,2502,259299,11610901.05,3407.4772266,0.0131411121,11610901.05,5605.3000378,0.0533091142,0.0087859057
2006,19660,"Deltona-Daytona Beach-Ormond Beach, FL",16-19,21,2232,255865.85,505.83183965,0.2266271683,255865.85,832.09337622,131,13138,1383536.4,1176.2382412,0.0895294749,1383536.4,1934.9119067,0.169888872,0.0581831279
