Assigned_CBSA,Assigned_CBSATitle,age_recode, sample_tot ,dy_total,var_tot,se_tot,cv_tot,se2_tot,moe_tot,sample_fb,dy_fb,var_fb,se_fb,cv_fb,se2_fb,moe_fb,sample_nb,dy_nb,var_nb,se_nb,cv_nb,se2_nb,moe_nb,S_FB,S_NB,MOE_Sfb,MOE_Snb
45300,"Tampa-St. Petersburg-Clearwater, FL",20-24, 498 ,20019.38766,1506934.47010,1227.57259,0.06132,1506934.47010,2019.35691,51.00000,2215.79787,170809.65591,413.29125,0.18652,170809.65591,679.86410,447.00000,17803.58979,1289571.93550,1135.59321,0.06378,1289571.93550,1868.05083,0.11068,0.88932,0.03207,0.02569
45780,"Toledo, OH",16-19, 32 ,1205.60318,77372.24302,278.15867,0.23072,77372.24302,457.57100,,,,,,,,31.00000,1185.24317,76250.57410,276.13506,0.23298,76250.57410,454.24218,,0.98311,,0.05231
45780,"Toledo, OH",20-24, 135 ,6381.47543,393386.60064,627.20539,0.09829,393386.60064,1031.75287,,,,,,,,132.00000,6338.18804,397492.71270,630.47023,0.09947,397492.71270,1037.12353,,0.99322,,0.02503
46060,"Tucson, AZ",16-19, 78 ,3397.77229,216707.06984,465.51807,0.13701,216707.06984,765.77722,8.00000,326.43977,20591.55277,143.49757,0.43958,20591.55277,236.05350,70.00000,3071.33252,160053.07520,400.06634,0.13026,160053.07520,658.10913,0.09607,0.90393,0.06601,0.28110
46060,"Tucson, AZ",20-24, 203 ,9874.62577,702947.06864,838.41939,0.08491,702947.06864,1379.19989,22.00000,1410.33733,123446.51288,351.34956,0.24912,123446.51288,577.97003,181.00000,8464.28844,494150.97102,702.95873,0.08305,494150.97102,1156.36710,0.14282,0.85718,0.05503,0.16747
46140,"Tulsa, OK",16-19, 72 ,2235.54833,101153.36190,318.04616,0.14227,101153.36190,523.18594,13.00000,349.26183,9674.82067,98.36067,0.28162,9674.82067,161.80330,59.00000,1886.28650,90247.82706,300.41276,0.15926,90247.82706,494.17899,0.15623,0.84377,0.06246,0.09936
46140,"Tulsa, OK",20-24, 164 ,6590.78461,399237.78180,631.85266,0.09587,399237.78180,1039.39762,15.00000,446.35658,15075.64163,122.78290,0.27508,15075.64163,201.97788,149.00000,6144.42803,374386.64951,611.87143,0.09958,374386.64951,1006.52851,0.06772,0.93228,0.02872,0.04131
46520,"Urban Honolulu, HI",16-19, 47 ,1428.14589,79879.75580,282.63007,0.19790,79879.75580,464.92646,12.00000,418.08193,14363.02688,119.84585,0.28666,14363.02688,197.14642,35.00000,1010.06397,56373.20623,237.43042,0.23506,56373.20623,390.57305,0.29274,0.70726,0.09987,0.14758
46520,"Urban Honolulu, HI",20-24, 127 ,5439.17474,226069.09098,475.46723,0.08742,226069.09098,782.14360,27.00000,1029.84135,47201.02002,217.25796,0.21096,47201.02002,357.38934,100.00000,4409.33339,247701.48248,497.69617,0.11287,247701.48248,818.71021,0.18934,0.81066,0.05980,0.09522
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",16-19, 88 ,3977.61517,262685.96974,512.52899,0.12885,262685.96974,843.11020,6.00000,175.79381,10862.56508,104.22363,0.59287,10862.56508,171.44787,82.00000,3801.82137,242312.91562,492.25290,0.12948,242312.91562,809.75602,0.04420,0.95580,0.04207,0.01998
47260,"Virginia Beach-Norfolk-Newport News, VA-NC",20-24, 234 ,10623.97788,600477.14383,774.90460,0.07294,600477.14383,1274.71807,13.00000,573.23361,31104.74508,176.36537,0.30767,31104.74508,290.12104,221.00000,10050.74427,537032.29849,732.82488,0.07291,537032.29849,1205.49692,0.05396,0.94604,0.02653,0.16050
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",16-19, 178 ,8451.66913,567967.58458,753.63624,0.08917,567967.58458,1239.73162,29.00000,1317.18773,60250.71579,245.46021,0.18635,60250.71579,403.78205,149.00000,7134.48140,463184.00884,680.57623,0.09539,463184.00884,1119.54790,0.15585,0.84415,0.04195,0.04706
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",20-24, 468 ,20892.32395,1752765.51790,1323.92051,0.06337,1752765.51790,2177.84924,89.00000,5177.35460,443007.16967,665.58784,0.12856,443007.16967,1094.89199,379.00000,15714.96935,1087310.00640,1042.74158,0.06635,1087310.00640,1715.30990,0.24781,0.75219,0.04560,0.02435
48620,"Wichita, KS",16-19, 22 ,1286.54648,95381.86582,308.83955,0.24005,95381.86582,508.04105,,,,,,,,19.00000,1185.42651,92913.94249,304.81788,0.25714,92913.94249,501.42542,,0.92140,,0.13969
48620,"Wichita, KS",20-24, 63 ,3358.37886,272743.11358,522.24813,0.15551,272743.11358,859.09818,7.00000,439.61149,32675.06406,180.76245,0.41119,32675.06406,297.35423,56.00000,2918.76737,247285.92774,497.27852,0.17037,247285.92774,818.02317,0.13090,0.86910,0.08196,0.09951
49180,"Winston-Salem, NC",16-19, 41 ,2297.11627,189924.31387,435.80307,0.18972,189924.31387,716.89605,,,,,,,,37.00000,2152.15978,180559.19004,424.92257,0.19744,180559.19004,698.99763,,0.93690,,0.08427
49180,"Winston-Salem, NC",20-24, 132 ,6495.71288,405361.16715,636.67980,0.09802,405361.16715,1047.33827,9.00000,553.09043,43750.84567,209.16703,0.37818,43750.84567,344.07976,123.00000,5942.62246,387051.47834,622.13461,0.10469,387051.47834,1023.41144,0.08515,0.91485,0.05116,0.05536
49340,"Worcester, MA-CT",16-19, 29 ,1221.89844,57388.97042,239.55995,0.19606,57388.97042,394.07612,,,,,,,,26.00000,1172.15042,56329.91127,237.33923,0.20248,56329.91127,390.42304,,0.95929,,0.07986
49340,"Worcester, MA-CT",20-24, 79 ,4276.69849,244019.93070,493.98374,0.11551,244019.93070,812.60324,5.00000,225.72678,14897.64933,122.05593,0.54072,14897.64933,200.78200,74.00000,4050.97170,238179.08759,488.03595,0.12047,238179.08759,802.81914,0.05278,0.94722,0.04586,0.05335
49660,"Youngstown-Warren-Boardman, OH-PA",16-19, 31 ,951.69801,43944.46987,209.62936,0.22027,43944.46987,344.84030,,,,,,,,31.00000,951.69801,43944.46987,209.62936,0.22027,43944.46987,344.84030,,1.00000,,0.00000
49660,"Youngstown-Warren-Boardman, OH-PA",20-24, 116 ,4543.08717,214135.31479,462.74757,0.10186,214135.31479,761.21975,,,,,,,,115.00000,4524.53848,215658.24627,464.39019,0.10264,215658.24627,763.92186,,0.99592,,0.02070
