Assigned_CBSA,Assigned_CBSATitle,age_recode,RE,re_label,sample_n,DY,var_n,se_n,cv_n,se2_n,moe_n,sample_d,denom,var_d,se_d,cv_d,se2_d,moe_d,ShareDY,MOE_ShareDY
40140.00000,"Riverside-San Bernardino-Ontario, CA",20-24,5.00000,Other,40.00000,1684.29258,103794.17663,322.17104,0.19128,103794.17663,529.97135,296.00000,12291.85995,858125.94338,926.35087,0.07536,858125.94338,1523.84719,0.13703,0.03963
40380.00000,"Rochester, NY",16-19,1.00000,White,40.00000,973.25171,29948.11136,173.05523,0.17781,29948.11136,284.67585,1743.00000,46810.54541,423638.32701,650.87505,0.01390,423638.32701,1070.68945,0.02079,0.00606
40380.00000,"Rochester, NY",16-19,2.00000,Black,18.00000,712.05219,36690.66439,191.54807,0.26901,36690.66439,315.09658,250.00000,8374.16028,225079.51901,474.42546,0.05665,225079.51901,780.42989,0.08503,0.03678
40380.00000,"Rochester, NY",16-19,3.00000,Latino,12.00000,403.03840,14526.92551,120.52770,0.29905,14526.92551,198.26806,189.00000,5491.03864,135484.38051,368.08203,0.06703,135484.38051,605.49494,0.07340,0.03519
40380.00000,"Rochester, NY",16-19,4.00000,Asian,,,,,,,,89.00000,2059.64909,73762.63462,271.59277,0.13186,73762.63462,446.77011,,
40380.00000,"Rochester, NY",16-19,5.00000,Other,,,,,,,,76.00000,2067.13174,117315.41310,342.51338,0.16569,117315.41310,563.43450,,
40380.00000,"Rochester, NY",20-24,1.00000,White,81.00000,2799.00131,126754.39877,356.02584,0.12720,126754.39877,585.66251,1904.00000,60393.24498,257118.86944,507.06890,0.00840,257118.86944,834.12834,0.04635,0.00968
40380.00000,"Rochester, NY",20-24,2.00000,Black,50.00000,2507.26526,106908.94866,326.96934,0.13041,106908.94866,537.86456,284.00000,10563.14543,344772.76779,587.17354,0.05559,344772.76779,965.90048,0.23736,0.04606
40380.00000,"Rochester, NY",20-24,3.00000,Latino,30.00000,1190.86660,52357.18238,228.81692,0.19214,52357.18238,376.40383,181.00000,7127.89627,192736.97587,439.01820,0.06159,192736.97587,722.18493,0.16707,0.05002
40380.00000,"Rochester, NY",20-24,4.00000,Asian,,,,,,,,115.00000,2769.75684,116922.37751,341.93914,0.12345,116922.37751,562.48989,,
40380.00000,"Rochester, NY",20-24,5.00000,Other,8.00000,318.45921,15234.96214,123.42999,0.38758,15234.96214,203.04233,78.00000,2930.73872,169435.94614,411.62598,0.14045,169435.94614,677.12473,0.10866,0.06457
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",16-19,1.00000,White,40.00000,1516.73615,57164.31868,239.09061,0.15763,57164.31868,393.30405,1616.00000,53784.24873,816233.19984,903.45625,0.01680,816233.19984,1486.18554,0.02820,0.00727
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",16-19,2.00000,Black,14.00000,535.99541,23577.60016,153.54999,0.28648,23577.60016,252.58974,262.00000,9492.68345,295418.03957,543.52372,0.05726,295418.03957,894.09653,0.05646,0.02607
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",16-19,3.00000,Latino,57.00000,2241.38425,96355.72114,310.41218,0.13849,96355.72114,510.62804,936.00000,33594.80499,649733.89751,806.06073,0.02399,649733.89751,1325.96990,0.06672,0.01497
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",16-19,4.00000,Asian,14.00000,374.07163,16046.10950,126.67324,0.33863,16046.10950,208.37748,583.00000,17017.80527,500343.10130,707.34935,0.04157,500343.10130,1163.58968,0.02198,0.01215
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",16-19,5.00000,Other,,,,,,,,275.00000,9270.61320,368002.66523,606.63223,0.06544,368002.66523,997.91002,,
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",20-24,1.00000,White,129.00000,6395.77952,461256.07953,679.15836,0.10619,461256.07953,1117.21550,1899.00000,75223.75705,358993.36181,599.16055,0.00797,358993.36181,985.61910,0.08502,0.01481
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",20-24,2.00000,Black,49.00000,2550.53370,123632.70659,351.61443,0.13786,123632.70659,578.40574,303.00000,14075.16511,411772.89144,641.69533,0.04559,411772.89144,1055.58881,0.18121,0.03878
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",20-24,3.00000,Latino,103.00000,5495.46839,262993.43139,512.82885,0.09332,262993.43139,843.60346,897.00000,41389.66746,675235.00075,821.72684,0.01985,675235.00075,1351.74065,0.13277,0.01992
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",20-24,4.00000,Asian,44.00000,1777.20553,115138.30589,339.32036,0.19093,115138.30589,558.18199,685.00000,26748.10621,515379.63208,717.89946,0.02684,515379.63208,1180.94461,0.06644,0.02066
40900.00000,"Sacramento--Roseville--Arden-Arcade, CA",20-24,5.00000,Other,22.00000,1113.31061,54611.03026,233.69003,0.20991,54611.03026,384.42010,238.00000,9623.89081,637622.05668,798.51240,0.08297,637622.05668,1313.55290,0.11568,0.03669
41180.00000,"St. Louis, MO-IL",16-19,1.00000,White,81.00000,2594.18771,133013.61187,364.71031,0.14059,133013.61187,599.94846,2861.00000,97614.66682,1353845.29940,1163.54858,0.01192,1353845.29940,1914.03742,0.02658,0.00612
41180.00000,"St. Louis, MO-IL",16-19,2.00000,Black,52.00000,2808.46624,179983.45368,424.24457,0.15106,179983.45368,697.88231,781.00000,33926.57975,977701.27902,988.78778,0.02914,977701.27902,1626.55590,0.08278,0.02018
41180.00000,"St. Louis, MO-IL",16-19,3.00000,Latino,,,,,,,,130.00000,4760.02601,293462.32405,541.72163,0.11381,293462.32405,891.13208,,
41180.00000,"St. Louis, MO-IL",16-19,4.00000,Asian,,,,,,,,134.00000,3645.00402,209702.72275,457.93310,0.12563,209702.72275,753.29995,,
41180.00000,"St. Louis, MO-IL",16-19,5.00000,Other,,,,,,,,143.00000,4964.86582,267457.40761,517.16284,0.10416,267457.40761,850.73288,,
41180.00000,"St. Louis, MO-IL",20-24,1.00000,White,194.00000,7832.30905,552769.05600,743.48440,0.09493,552769.05600,1223.03184,3151.00000,126312.78839,739444.48287,859.90958,0.00681,739444.48287,1414.55126,0.06201,0.00966
41180.00000,"St. Louis, MO-IL",20-24,2.00000,Black,175.00000,10128.48660,861536.20828,928.18975,0.09164,861536.20828,1526.87214,847.00000,45702.50894,979242.11242,989.56663,0.02165,979242.11242,1627.83710,0.22162,0.03246
41180.00000,"St. Louis, MO-IL",20-24,3.00000,Latino,14.00000,989.70450,87129.82156,295.17761,0.29825,87129.82156,485.56717,159.00000,7108.62654,557949.17942,746.95996,0.10508,557949.17942,1228.74913,0.13923,0.06393
41180.00000,"St. Louis, MO-IL",20-24,4.00000,Asian,,,,,,,,123.00000,4894.11902,243786.55780,493.74746,0.10089,243786.55780,812.21458,,
41180.00000,"St. Louis, MO-IL",20-24,5.00000,Other,7.00000,335.19059,25540.34772,159.81348,0.47678,25540.34772,262.89317,102.00000,4372.03843,239396.76411,489.28189,0.11191,239396.76411,804.86870,0.07667,0.05845
41620.00000,"Salt Lake City, UT",16-19,1.00000,White,26.00000,1050.30770,64395.13703,253.76197,0.24161,64395.13703,417.43844,1299.00000,43448.02412,567486.33816,753.31689,0.01734,567486.33816,1239.20629,0.02417,0.00958
41620.00000,"Salt Lake City, UT",16-19,2.00000,Black,,,,,,,,33.00000,1512.11926,97797.09834,312.72528,0.20681,97797.09834,514.43308,,
41620.00000,"Salt Lake City, UT",16-19,3.00000,Latino,14.00000,636.42228,41393.31775,203.45348,0.31968,41393.31775,334.68097,319.00000,13956.45286,499377.61300,706.66655,0.05063,499377.61300,1162.46647,0.04560,0.02368
41620.00000,"Salt Lake City, UT",16-19,4.00000,Asian,5.00000,228.24834,8906.50742,94.37429,0.41347,8906.50742,155.24571,92.00000,3909.00309,178473.87533,422.46169,0.10807,178473.87533,694.94947,0.05839,0.03833
41620.00000,"Salt Lake City, UT",16-19,5.00000,Other,5.00000,281.62688,17438.70852,132.05570,0.46890,17438.70852,217.23163,78.00000,2846.92998,136209.30131,369.06544,0.12964,136209.30131,607.11265,0.09892,0.07333
41620.00000,"Salt Lake City, UT",20-24,1.00000,White,69.00000,4109.12146,280359.35484,529.48971,0.12886,280359.35484,871.01058,1417.00000,60544.50700,408549.99635,639.17916,0.01056,408549.99635,1051.44972,0.06787,0.01434
41620.00000,"Salt Lake City, UT",20-24,2.00000,Black,,,,,,,,30.00000,1253.76303,56343.14420,237.36711,0.18932,56343.14420,390.46889,,
41620.00000,"Salt Lake City, UT",20-24,3.00000,Latino,28.00000,1818.19735,188176.51947,433.79318,0.23858,188176.51947,713.58977,312.00000,16793.59667,452911.69613,672.98714,0.04007,452911.69613,1107.06385,0.10827,0.04189
41620.00000,"Salt Lake City, UT",20-24,4.00000,Asian,9.00000,459.03018,47431.60726,217.78799,0.47445,47431.60726,358.26124,121.00000,5105.00458,262508.46880,512.35580,0.10036,262508.46880,842.82530,0.08992,0.06859
41620.00000,"Salt Lake City, UT",20-24,5.00000,Other,15.00000,527.77767,23022.65204,151.73217,0.28749,23022.65204,249.59942,91.00000,3398.77125,184811.91734,429.89757,0.12649,184811.91734,707.18150,0.15528,0.06595
41700.00000,"San Antonio-New Braunfels, TX",16-19,1.00000,White,19.00000,712.56859,33521.42762,183.08858,0.25694,33521.42762,301.18071,988.00000,31910.42595,735379.95652,857.54298,0.02687,735379.95652,1410.65820,0.02233,0.00939
41700.00000,"San Antonio-New Braunfels, TX",16-19,2.00000,Black,13.00000,584.60600,44036.76052,209.84938,0.35896,44036.76052,345.20222,262.00000,9716.96406,284813.11326,533.67885,0.05492,284813.11326,877.90171,0.06016,0.03511
41700.00000,"San Antonio-New Braunfels, TX",16-19,3.00000,Latino,135.00000,5350.19647,335548.93506,579.26586,0.10827,335548.93506,952.89234,2143.00000,82349.98772,1432798.21090,1196.99549,0.01454,1432798.21090,1969.05759,0.06497,0.01147
41700.00000,"San Antonio-New Braunfels, TX",16-19,4.00000,Asian,,,,,,,,76.00000,2486.14270,66393.64577,257.66964,0.10364,66393.64577,423.86657,,
41700.00000,"San Antonio-New Braunfels, TX",16-19,5.00000,Other,,,,,,,,116.00000,4166.04594,319027.07629,564.82482,0.13558,319027.07629,929.13683,,
41700.00000,"San Antonio-New Braunfels, TX",20-24,1.00000,White,67.00000,2929.65867,191198.18410,437.26215,0.14925,191198.18410,719.29623,1173.00000,47601.13523,755253.20874,869.05305,0.01826,755253.20874,1429.59227,0.06155,0.01500
41700.00000,"San Antonio-New Braunfels, TX",20-24,2.00000,Black,19.00000,928.05130,53445.14483,231.18206,0.24910,53445.14483,380.29449,299.00000,12326.42912,368298.83036,606.87629,0.04923,368298.83036,998.31150,0.07529,0.03024
41700.00000,"San Antonio-New Braunfels, TX",20-24,3.00000,Latino,328.00000,13772.60708,874895.18562,935.35832,0.06791,874895.18562,1538.66444,2304.00000,100846.23779,688615.44913,829.82857,0.00823,688615.44913,1365.06799,0.13657,0.01515
41700.00000,"San Antonio-New Braunfels, TX",20-24,4.00000,Asian,,,,,,,,113.00000,3670.29359,125614.90320,354.42193,0.09657,125614.90320,583.02407,,
41700.00000,"San Antonio-New Braunfels, TX",20-24,5.00000,Other,6.00000,222.37609,9189.51804,95.86197,0.43108,9189.51804,157.69295,137.00000,4301.78902,251976.89412,501.97300,0.11669,251976.89412,825.74559,0.05169,0.03529
41740.00000,"San Diego-Carlsbad, CA",16-19,1.00000,White,39.00000,1640.96284,109039.79722,330.21175,0.20123,109039.79722,543.19832,1888.00000,63640.78442,963051.72011,981.35199,0.01542,963051.72011,1614.32402,0.02578,0.00851
41740.00000,"San Diego-Carlsbad, CA",16-19,2.00000,Black,13.00000,531.45369,30011.24367,173.23754,0.32597,30011.24367,284.97575,242.00000,9164.19237,366527.05005,605.41478,0.06606,366527.05005,995.90731,0.05799,0.03045
41740.00000,"San Diego-Carlsbad, CA",16-19,3.00000,Latino,93.00000,3913.39892,186822.50645,432.22969,0.11045,186822.50645,711.01784,2106.00000,77841.83413,1413598.91890,1188.94866,0.01527,1413598.91890,1955.82055,0.05027,0.00905
41740.00000,"San Diego-Carlsbad, CA",16-19,4.00000,Asian,8.00000,265.38652,9375.11257,96.82516,0.36485,9375.11257,159.27740,491.00000,19088.22478,496364.89985,704.53169,0.03691,496364.89985,1158.95463,0.01390,0.00830
41740.00000,"San Diego-Carlsbad, CA",16-19,5.00000,Other,8.00000,324.44479,21365.13907,146.16819,0.45052,21365.13907,240.44667,263.00000,9502.91654,548731.89882,740.76440,0.07795,548731.89882,1218.55744,0.03414,0.02492
41740.00000,"San Diego-Carlsbad, CA",20-24,1.00000,White,108.00000,4659.82003,318087.71296,563.99265,0.12103,318087.71296,927.76791,2893.00000,112538.05614,763278.27525,873.65799,0.00776,763278.27525,1437.16739,0.04141,0.00823
41740.00000,"San Diego-Carlsbad, CA",20-24,2.00000,Black,25.00000,1504.99526,120415.45496,347.00930,0.23057,120415.45496,570.83030,351.00000,15676.88710,607162.73323,779.20648,0.04970,607162.73323,1281.79465,0.09600,0.03556
41740.00000,"San Diego-Carlsbad, CA",20-24,3.00000,Latino,231.00000,11894.48663,842275.56414,917.75572,0.07716,842275.56414,1509.70816,2364.00000,105108.60591,640609.35149,800.38075,0.00761,640609.35149,1316.62634,0.11316,0.01429
41740.00000,"San Diego-Carlsbad, CA",20-24,4.00000,Asian,17.00000,636.00650,34605.75340,186.02622,0.29249,34605.75340,306.01313,707.00000,27594.05556,761562.80619,872.67566,0.03163,761562.80619,1435.55146,0.02305,0.01102
41740.00000,"San Diego-Carlsbad, CA",20-24,5.00000,Other,25.00000,578.76282,22116.50123,148.71618,0.25696,22116.50123,244.63811,302.00000,10824.30568,536391.06706,732.38724,0.06766,536391.06706,1204.77701,0.05347,0.02180
41860.00000,"San Francisco-Oakland-Hayward, CA",16-19,1.00000,White,22.00000,790.24740,31394.33602,177.18447,0.22421,31394.33602,291.46845,1992.00000,64497.55692,841868.74008,917.53405,0.01423,841868.74008,1509.34352,0.01225,0.00451
41860.00000,"San Francisco-Oakland-Hayward, CA",16-19,2.00000,Black,24.00000,1131.75167,57895.27377,240.61437,0.21260,57895.27377,395.81063,516.00000,19404.87794,596619.52020,772.41150,0.03981,596619.52020,1270.61691,0.05832,0.02004
41860.00000,"San Francisco-Oakland-Hayward, CA",16-19,3.00000,Latino,62.00000,2523.72198,142214.38494,377.11323,0.14943,142214.38494,620.35126,1669.00000,60555.70804,752418.28804,867.42048,0.01432,752418.28804,1426.90669,0.04168,0.01020
41860.00000,"San Francisco-Oakland-Hayward, CA",16-19,4.00000,Asian,20.00000,571.97033,19386.40565,139.23507,0.24343,19386.40565,229.04170,1516.00000,43976.33292,822787.25734,907.07621,0.02063,822787.25734,1492.14037,0.01301,0.00519
41860.00000,"San Francisco-Oakland-Hayward, CA",16-19,5.00000,Other,10.00000,254.24587,9196.37959,95.89776,0.37719,9196.37959,157.75181,427.00000,13316.87993,703150.02279,838.54041,0.06297,703150.02279,1379.39898,0.01909,0.01168
41860.00000,"San Francisco-Oakland-Hayward, CA",20-24,1.00000,White,71.00000,3222.51598,167128.74594,408.81383,0.12686,167128.74594,672.49875,2506.00000,90758.37509,906291.13753,951.99324,0.01049,906291.13753,1566.02889,0.03551,0.00738
41860.00000,"San Francisco-Oakland-Hayward, CA",20-24,2.00000,Black,89.00000,4613.27961,322590.43513,567.97045,0.12312,322590.43513,934.31139,560.00000,25994.66141,667094.54111,816.75856,0.03142,667094.54111,1343.56783,0.17747,0.03475
41860.00000,"San Francisco-Oakland-Hayward, CA",20-24,3.00000,Latino,151.00000,7275.25586,405831.89667,637.04937,0.08756,405831.89667,1047.94621,1985.00000,83082.41690,726209.79714,852.17944,0.01026,726209.79714,1401.83518,0.08757,0.01253
41860.00000,"San Francisco-Oakland-Hayward, CA",20-24,4.00000,Asian,47.00000,1831.64605,92713.70772,304.48926,0.16624,92713.70772,500.88483,1856.00000,69955.36805,1048848.59410,1024.13309,0.01464,1048848.59410,1684.69894,0.02618,0.00713
41860.00000,"San Francisco-Oakland-Hayward, CA",20-24,5.00000,Other,28.00000,1314.69117,65699.15139,256.31846,0.19496,65699.15139,421.64386,449.00000,16283.79502,921763.91536,960.08537,0.05896,921763.91536,1579.34043,0.08074,0.02468
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",16-19,1.00000,White,5.00000,262.55532,14545.21914,120.60356,0.45935,14545.21914,198.39286,791.00000,23915.25414,267547.02422,517.24948,0.02163,267547.02422,850.87539,0.01098,0.00829
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",16-19,2.00000,Black,,,,,,,,73.00000,2151.41675,93271.47223,305.40379,0.14195,93271.47223,502.38923,,
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",16-19,3.00000,Latino,31.00000,1279.90520,57643.81888,240.09127,0.18759,57643.81888,394.95014,901.00000,32098.29404,682997.21797,826.43646,0.02575,682997.21797,1359.48797,0.03987,0.01219
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",16-19,4.00000,Asian,12.00000,244.61506,7384.43452,85.93273,0.35130,7384.43452,141.35934,949.00000,26235.75313,473317.45263,687.98071,0.02622,473317.45263,1131.72826,0.00932,0.00537
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",16-19,5.00000,Other,,,,,,,,166.00000,4525.74011,162204.43844,402.74612,0.08899,162204.43844,662.51737,,
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",20-24,1.00000,White,15.00000,522.43461,33992.94420,184.37176,0.35291,33992.94420,303.29154,992.00000,33743.43195,241400.07525,491.32482,0.01456,241400.07525,808.22932,0.01548,0.00898
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",20-24,2.00000,Black,5.00000,317.41080,26851.46728,163.86417,0.51625,26851.46728,269.55657,87.00000,3622.46188,185172.59464,430.31685,0.11879,185172.59464,707.87122,0.08762,0.07242
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",20-24,3.00000,Latino,60.00000,2487.54166,106822.91646,326.83775,0.13139,106822.91646,537.64810,1000.00000,42154.58921,404873.25940,636.29652,0.01509,404873.25940,1046.70777,0.05901,0.01267
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",20-24,4.00000,Asian,16.00000,499.41497,19851.26893,140.89453,0.28212,19851.26893,231.77150,962.00000,34424.19545,389792.16207,624.33337,0.01814,389792.16207,1027.02840,0.01451,0.00672
41940.00000,"San Jose-Sunnyvale-Santa Clara, CA",20-24,5.00000,Other,9.00000,200.90136,8425.69935,91.79161,0.45690,8425.69935,150.99720,151.00000,4525.39249,226900.85404,476.34111,0.10526,226900.85404,783.58113,0.04439,0.03247
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,1.00000,White,24.00000,759.53756,47178.81801,217.20686,0.28597,47178.81801,357.30528,806.00000,20529.22045,315976.69226,562.11804,0.02738,315976.69226,924.68418,0.03700,0.01732
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,2.00000,Black,,,,,,,,46.00000,1343.98295,55527.03824,235.64176,0.17533,55527.03824,387.63069,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,3.00000,Latino,,,,,,,,81.00000,3092.12150,149694.29484,386.90347,0.12513,149694.29484,636.45621,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,4.00000,Asian,,,,,,,,11.00000,333.50459,9599.29512,97.97599,0.29378,9599.29512,161.17051,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",16-19,5.00000,Other,,,,,,,,27.00000,1004.31953,91001.28058,301.66419,0.30037,91001.28058,496.23758,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,1.00000,White,64.00000,2322.99045,134668.60675,366.97222,0.15797,134668.60675,603.66929,832.00000,27835.85946,175740.07498,419.21364,0.01506,175740.07498,689.60644,0.08345,0.02159
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,2.00000,Black,,,,,,,,45.00000,1686.08492,103552.92787,321.79641,0.19085,103552.92787,529.35509,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,3.00000,Latino,13.00000,875.39252,52797.32880,229.77669,0.26248,52797.32880,377.98266,80.00000,3688.45498,162653.06956,403.30270,0.10934,162653.06956,663.43295,0.23733,0.09316
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,4.00000,Asian,,,,,,,,20.00000,727.85441,35315.08828,187.92309,0.25819,35315.08828,309.13349,,
42540.00000,"Scranton--Wilkes-Barre--Hazleton, PA",20-24,5.00000,Other,,,,,,,,14.00000,395.79131,22892.35713,151.30220,0.38228,22892.35713,248.89213,,
42660.00000,"Seattle-Tacoma-Bellevue, WA",16-19,1.00000,White,67.00000,2421.15137,133165.67415,364.91872,0.15072,133165.67415,600.29130,3102.00000,100064.52380,1365343.52930,1168.47915,0.01168,1365343.52930,1922.14821,0.02420,0.00598
42660.00000,"Seattle-Tacoma-Bellevue, WA",16-19,2.00000,Black,15.00000,944.15662,113778.83827,337.31119,0.35726,113778.83827,554.87691,238.00000,10246.65793,548398.69658,740.53946,0.07227,548398.69658,1218.18742,0.09214,0.05303
42660.00000,"Seattle-Tacoma-Bellevue, WA",16-19,3.00000,Latino,18.00000,846.50296,42939.22770,207.21783,0.24479,42939.22770,340.87332,532.00000,22524.42509,755652.41506,869.28270,0.03859,755652.41506,1429.97004,0.03758,0.01494
42660.00000,"Seattle-Tacoma-Bellevue, WA",16-19,4.00000,Asian,15.00000,906.52916,55308.99305,235.17864,0.25943,55308.99305,386.86886,632.00000,21241.33001,959945.75718,979.76822,0.04613,959945.75718,1611.71872,0.04268,0.01792
42660.00000,"Seattle-Tacoma-Bellevue, WA",16-19,5.00000,Other,24.00000,707.91089,51344.77300,226.59385,0.32009,51344.77300,372.74688,528.00000,17232.75080,792288.73044,890.10602,0.05165,792288.73044,1464.22441,0.04108,0.02135
42660.00000,"Seattle-Tacoma-Bellevue, WA",20-24,1.00000,White,185.00000,7905.92715,592637.98543,769.82984,0.09737,592637.98543,1266.37009,3675.00000,145446.62778,820504.26832,905.81691,0.00623,820504.26832,1490.06881,0.05436,0.00869
42660.00000,"Seattle-Tacoma-Bellevue, WA",20-24,2.00000,Black,28.00000,1526.64640,125394.77220,354.11124,0.23195,125394.77220,582.51299,294.00000,14722.03090,657211.63865,810.68591,0.05507,657211.63865,1333.57832,0.10370,0.03844
42660.00000,"Seattle-Tacoma-Bellevue, WA",20-24,3.00000,Latino,50.00000,2745.77843,214900.77307,463.57391,0.16883,214900.77307,762.57909,526.00000,28556.03125,863826.03584,929.42242,0.03255,863826.03584,1528.89988,0.09615,0.02620
42660.00000,"Seattle-Tacoma-Bellevue, WA",20-24,4.00000,Asian,28.00000,1487.13554,123291.45748,351.12883,0.23611,123291.45748,577.60693,770.00000,33465.02645,921355.82239,959.87282,0.02868,921355.82239,1578.99078,0.04444,0.01713
42660.00000,"Seattle-Tacoma-Bellevue, WA",20-24,5.00000,Other,52.00000,2292.33319,154835.48981,393.49141,0.17166,154835.48981,647.29337,490.00000,19267.11949,1156231.48170,1075.28205,0.05581,1156231.48170,1768.83897,0.11898,0.03177
44060.00000,"Spokane-Spokane Valley, WA",16-19,1.00000,White,29.00000,894.79243,47190.70016,217.23421,0.24278,47190.70016,357.35027,817.00000,23982.37669,263062.88913,512.89657,0.02139,263062.88913,843.71485,0.03731,0.01484
44060.00000,"Spokane-Spokane Valley, WA",16-19,2.00000,Black,,,,,,,,24.00000,550.51948,25500.43325,159.68855,0.29007,25500.43325,262.68767,,
44060.00000,"Spokane-Spokane Valley, WA",16-19,3.00000,Latino,5.00000,164.70872,7447.87054,86.30105,0.52396,7447.87054,141.96522,96.00000,2467.65797,147657.83376,384.26271,0.15572,147657.83376,632.11217,0.06675,0.05493
44060.00000,"Spokane-Spokane Valley, WA",16-19,4.00000,Asian,,,,,,,,21.00000,640.97627,28363.34856,168.41422,0.26275,28363.34856,277.04139,,
44060.00000,"Spokane-Spokane Valley, WA",16-19,5.00000,Other,8.00000,270.17077,27736.82409,166.54376,0.61644,27736.82409,273.96449,112.00000,2560.91156,95045.13355,308.29391,0.12038,95045.13355,507.14348,0.10550,0.10492
44060.00000,"Spokane-Spokane Valley, WA",20-24,1.00000,White,81.00000,2923.84320,112257.22138,335.04809,0.11459,112257.22138,551.15411,957.00000,34639.47574,205093.69114,452.87271,0.01307,205093.69114,744.97561,0.08441,0.01581
44060.00000,"Spokane-Spokane Valley, WA",20-24,2.00000,Black,,,,,,,,21.00000,904.73377,71839.91488,268.02969,0.29625,71839.91488,440.90884,,
44060.00000,"Spokane-Spokane Valley, WA",20-24,3.00000,Latino,9.00000,376.18253,24337.38251,156.00443,0.41470,24337.38251,256.62729,89.00000,3677.54672,138782.75448,372.53557,0.10130,138782.75448,612.82102,0.10229,0.06767
44060.00000,"Spokane-Spokane Valley, WA",20-24,4.00000,Asian,,,,,,,,37.00000,1611.44882,73915.23855,271.87357,0.16871,73915.23855,447.23202,,
44060.00000,"Spokane-Spokane Valley, WA",20-24,5.00000,Other,20.00000,396.56183,11606.71851,107.73448,0.27167,11606.71851,177.22322,89.00000,2691.87176,82067.07215,286.47351,0.10642,82067.07215,471.24892,0.14732,0.06057
44140.00000,"Springfield, MA",16-19,1.00000,White,15.00000,496.60062,30688.18765,175.18044,0.35276,30688.18765,288.17183,804.00000,20858.10632,301216.98942,548.83239,0.02631,301216.98942,902.82928,0.02381,0.01378
44140.00000,"Springfield, MA",16-19,2.00000,Black,10.00000,435.90784,25757.36454,160.49101,0.36818,25757.36454,264.00771,107.00000,3099.33537,77508.46261,278.40342,0.08983,77508.46261,457.97362,0.14065,0.08261
44140.00000,"Springfield, MA",16-19,3.00000,Latino,28.00000,1346.17882,85642.64061,292.64764,0.21739,85642.64061,481.40537,247.00000,8689.67598,297945.57899,545.84391,0.06282,297945.57899,897.91324,0.15492,0.05304
44140.00000,"Springfield, MA",16-19,4.00000,Asian,,,,,,,,50.00000,1216.27378,65684.58325,256.29004,0.21072,65684.58325,421.59711,,
44140.00000,"Springfield, MA",16-19,5.00000,Other,,,,,,,,27.00000,739.61182,47510.89097,217.96993,0.29471,47510.89097,358.56054,,
44140.00000,"Springfield, MA",20-24,1.00000,White,31.00000,1223.72506,84701.95483,291.03600,0.23783,84701.95483,478.75422,804.00000,27245.27065,277838.99919,527.10435,0.01935,277838.99919,867.08666,0.04492,0.01751
44140.00000,"Springfield, MA",20-24,2.00000,Black,11.00000,779.09252,55945.54173,236.52810,0.30359,55945.54173,389.08872,104.00000,4197.77911,141504.96559,376.17146,0.08961,141504.96559,618.80205,0.18560,0.08856
44140.00000,"Springfield, MA",20-24,3.00000,Latino,58.00000,3204.50142,210561.27343,458.86956,0.14320,210561.27343,754.84043,233.00000,10832.02722,186637.98744,432.01619,0.03988,186637.98744,710.66663,0.29584,0.06693
44140.00000,"Springfield, MA",20-24,4.00000,Asian,,,,,,,,44.00000,1068.26386,59242.26213,243.39733,0.22784,59242.26213,400.38861,,
44140.00000,"Springfield, MA",20-24,5.00000,Other,,,,,,,,25.00000,1004.44130,39345.84488,198.35787,0.19748,39345.84488,326.29870,,
44700.00000,"Stockton-Lodi, CA",16-19,1.00000,White,17.00000,689.76150,36507.52040,191.06941,0.27701,36507.52040,314.30918,358.00000,10870.73879,154420.09758,392.96323,0.03615,154420.09758,646.42451,0.06345,0.02867
44700.00000,"Stockton-Lodi, CA",16-19,2.00000,Black,5.00000,214.33606,9617.40435,98.06837,0.45754,9617.40435,161.32246,87.00000,3297.17545,93285.51508,305.42678,0.09263,93285.51508,502.42705,0.06501,0.04791
